Date,Package,Title,,
2019/12/10,RiverLoad,Load Estimation of River Compounds with Different Methods,,
2019/12/10,rym,R Interface to Yandex Metrica API,,
2019/12/10,segmented,Regression Models with Break-Points / Change-Points Estimation,,
2019/12/10,SIDES,Subgroup Identification Based on Differential Effect Search,,
2019/12/10,sna,Tools for Social Network Analysis,,
2019/12/10,speaq,"Tools for Nuclear Magnetic Resonance (NMR) Spectra Alignment,
Peak Based Processing, Quantitative Analysis and Visualizations",,
2019/12/10,SuperLearner,Super Learner Prediction,,
2019/12/10,tidycode,Analyze Lines of R Code the Tidy Way,,
2019/12/10,timelineR,Visualization for Time Series Data,,
2019/12/10,UKgrid,The UK National Electricity Transmission System Dataset,,
2019/12/9,BayesianTools,"General-Purpose MCMC and SMC Samplers and Tools for Bayesian
Statistics",,
2019/12/9,catSurv,Computerized Adaptive Testing for Survey Research,,
2019/12/9,ccaPP,(Robust) Canonical Correlation Analysis via Projection Pursuit,,
2019/12/9,chebpol,Multivariate Interpolation,,
2019/12/9,cnaOpt,"Optimizing Consistency and Coverage in Configurational Causal
Modeling",,
2019/12/9,data.table,Extension of 'data.frame',,
2019/12/9,Delta,Measure of Agreement Between Two Raters,,
2019/12/9,DGCA,Differential Gene Correlation Analysis,,
2019/12/9,dynprog,Dynamic Programming Domain-Specific Language,,
2019/12/9,gsbDesign,Group Sequential Bayes Design,,
2019/12/9,GWEX,"Multi-Site Stochastic Models for Daily Precipitation and
Temperature",,
2019/12/9,leafpop,"Include Tables, Images and Graphs in Leaflet Pop-Ups",,
2019/12/9,LeMaRns,Length-Based Multispecies Analysis by Numerical Simulation,,
2019/12/9,litteR,Litter Analysis,,
2019/12/9,marked,Mark-Recapture Analysis for Survival and Abundance Estimation,,
2019/12/9,Pade,Padé Approximant Coefficients,,
2019/12/9,PBSddesolve,Solver for Delay Differential Equations,,
2019/12/9,plot.matrix,Visualizes a Matrix as Heatmap,,
2019/12/9,probhat,"Multivariate Generalized Kernel Smoothing and Related
Statistical Methods",,
2019/12/9,psda,Polygonal Symbolic Data Analysis,,
2019/12/9,rabi,"Generate Codes to Uniquely and Robustly Identify Individuals for
Animal Behavior Studies",,
2019/12/9,RcppClassic,Deprecated 'classic' 'Rcpp' 'API',,
2019/12/9,refund,Regression with Functional Data,,
2019/12/9,satellite,Handling and Manipulating Remote Sensing Data,,
2019/12/9,spc4sts,Statistical Process Control for Stochastic Textured Surfaces,,
2019/12/9,systemfit,Estimating Systems of Simultaneous Equations,,
2019/12/8,Bioi,Biological Image Analysis,,
2019/12/8,bzinb,Bivariate Zero-Inflated Negative Binomial Model Estimator,,
2019/12/8,CEGO,Combinatorial Efficient Global Optimization,,
2019/12/8,ctrdata,Retrieve and Analyze Clinical Trials in Public Registers,,
2019/12/8,diyar,"Multistage Record Linkage and Case Definition for
Epidemiological Analysis",,
2019/12/8,gwer,Geographically Weighted Elliptical Regression,,
2019/12/8,hopit,"Hierarchical Ordered Probit Models with Application to Reporting
Heterogeneity",,
2019/12/8,metaSEM,Meta-Analysis using Structural Equation Modeling,,
2019/12/8,miscTools,Miscellaneous Tools and Utilities,,
2019/12/8,phyclust,Phylogenetic Clustering (Phyloclustering),,
2019/12/8,queueing,Analysis of Queueing Networks and Models,,
2019/12/8,R.utils,Various Programming Utilities,,
2019/12/8,RcmdrPlugin.survival,R Commander Plug-in for the 'survival' Package,,
2019/12/8,treespace,Statistical Exploration of Landscapes of Phylogenetic Trees,,
2019/12/7,bpcp,Beta Product Confidence Procedure for Right Censored Data,,
2019/12/7,cartogram,Create Cartograms with R,,
2019/12/7,energy,E-Statistics: Multivariate Inference via the Energy of Data,,
2019/12/7,globals,Identify Global Objects in R Expressions,,
2019/12/7,kernelPSI,Post-Selection Inference for Nonlinear Variable Selection,,
2019/12/7,komaletter,Simple yet Flexible Letters via the 'KOMA-Script LaTeX Bundle',,
2019/12/7,LogicReg,Logic Regression,,
2019/12/7,phylopath,Perform Phylogenetic Path Analysis,,
2019/12/7,RDieHarder,R Interface to the 'DieHarder' RNG Test Suite,,
2019/12/7,rdwplus,An Implementation of IDW-PLUS,,
2019/12/7,rglobi,R Interface to Global Biotic Interactions,,
2019/12/7,solitude,An Implementation of Isolation Forest,,
2019/12/7,SSsimple,State Space Models,,
2019/12/7,tidycwl,Tidy Common Workflow Language Tools and Workflows,,
2019/12/7,tvgeom,The Time-Varying (Right-Truncated) Geometric Distribution,,
2019/12/7,widals,Weighting by Inverse Distance with Adaptive Least Squares,,
2019/12/6,ampir,Predict Antimicrobial Peptides,,
2019/12/6,apercu,Quick Look at your Data,,
2019/12/6,BCA1SG,"Block Coordinate Ascent with One-Step Generalized Rosen
Algorithm",,
2019/12/6,blockForest,"Block Forests: Random Forests for Blocks of Clinical and Omics
Covariate Data",,
2019/12/6,BNPmix,Bayesian Nonparametric Mixture Models,,
2019/12/6,BOSSreg,Best Orthogonalized Subset Selection (BOSS),,
2019/12/6,cabootcrs,"Bootstrap Confidence Regions for Simple and Multiple
Correspondence Analysis",,
2019/12/6,CalibrateSSB,Weighting and Estimation for Panel Data with Non-Response,,
2019/12/6,cglm,Fits Conditional Generalized Linear Models,,
2019/12/6,cna,Causal Modeling with Coincidence Analysis,,
2019/12/6,coarseDataTools,Analysis of Coarsely Observed Data,,
2019/12/6,corrcoverage,"Correcting the Coverage of Credible Sets from Bayesian Genetic
Fine Mapping",,
2019/12/6,eventstream,Streaming Events and their Early Classification,,
2019/12/6,felp,"Functional Help for Functions, Objects, and Packages",,
2019/12/6,FuzzyAHP,(Fuzzy) AHP Calculation,,
2019/12/6,grainscape,"Landscape Connectivity, Habitat, and Protected Area Networks",,
2019/12/6,hisse,Hidden State Speciation and Extinction,,
2019/12/6,hypervolume,"High Dimensional Geometry and Set Operations Using Kernel
Density Estimation, Support Vector Machines, and Convex Hulls",,
2019/12/6,ICON,Provides Easy Access to Complex Systems Datasets,,
2019/12/6,ipdw,Spatial Interpolation by Inverse Path Distance Weighting,,
2019/12/6,IRkernel,Native R Kernel for the 'Jupyter Notebook',,
2019/12/6,metabolighteR,Interface to the 'Metabolights' RESTful API,,
2019/12/6,metacart,"Meta-CART: A Flexible Approach to Identify Moderators in
Meta-Analysis",,
2019/12/6,metawho,"Meta-Analytical Implementation to Identify Who Benefits Most
from Treatments",,
2019/12/6,modeldata,Data Sets Used Useful for Modeling Packages,,
2019/12/6,mombf,"Bayesian Model Selection and Averaging for Non-Local and Local
Priors",,
2019/12/6,muRL,"Mailmerge using R, LaTeX, and the Web",,
2019/12/6,murphydiagram,Murphy Diagrams for Forecast Comparisons,,
2019/12/6,nmfem,NMF-EM Algorithm,,
2019/12/6,optmatch,Functions for Optimal Matching,,
2019/12/6,OUwie,Analysis of Evolutionary Rates in an OU Framework,,
2019/12/6,pathfindR,Enrichment Analysis Utilizing Active Subnetworks,,
2019/12/6,PPtreeViz,Projection Pursuit Classification Tree Visualization,,
2019/12/6,provSummarizeR,"Summarizes Provenance Related to Inputs and Outputs of a Script
or Console Commands",,
2019/12/6,QRISK3,10-Year Cardiovascular Disease Risk Calculator (QRISK3 2017),,
2019/12/6,qrmdata,Data Sets for Quantitative Risk Management Practice,,
2019/12/6,R.cache,"Fast and Light-Weight Caching (Memoization) of Objects and
Results to Speed Up Computations",,
2019/12/6,rAmCharts,JavaScript Charts Tool,,
2019/12/6,relSim,Relative Simulator,,
2019/12/6,rhoR,Rho for Inter Rater Reliability,,
2019/12/6,ripe,Rerun 'Magrittr' Pipelines,,
2019/12/6,Rnmr1D,"Perform the Complete Processing of a Set of Proton Nuclear
Magnetic Resonance Spectra",,
2019/12/6,rocc,ROC Based Classification,,
2019/12/6,saemix,"Stochastic Approximation Expectation Maximization (SAEM)
Algorithm",,
2019/12/6,seewave,Sound Analysis and Synthesis,,
2019/12/6,sievePH,Sieve Analysis Methods for Proportional Hazards Models,,
2019/12/6,spgs,Statistical Patterns in Genomic Sequences,,
2019/12/6,stcos,Space-Time Change of Support,,
2019/12/6,swamp,"Visualization, Analysis and Adjustment of High-Dimensional Data
in Respect to Sample Annotations",,
2019/12/6,TargomoR,Interface to the 'Targomo' API,,
2019/12/6,vagam,Variational Approximations for Generalized Additive Models,,
2019/12/6,visNetwork,Network Visualization using 'vis.js' Library,,
2019/12/5,AROC,"Covariate-Adjusted Receiver Operating Characteristic Curve
Inference",,
2019/12/5,Arothron,Geometric Morphometrics Analysis and Virtual Anthropology,,
2019/12/5,BAMMtools,"Analysis and Visualization of Macroevolutionary Dynamics on
Phylogenetic Trees",,
2019/12/5,banR,R Client for the BAN API,,
2019/12/5,BART,Bayesian Additive Regression Trees,,
2019/12/5,BayesFM,Bayesian Inference for Factor Modeling,,
2019/12/5,BDgraph,"Bayesian Structure Learning in Graphical Models using
Birth-Death MCMC",,
2019/12/5,blmeco,"Data Files and Functions Accompanying the Book ""Bayesian Data
Analysis in Ecology using R, BUGS and Stan""",,
2019/12/5,brainR,"Helper Functions to 'misc3d' and 'rgl' Packages for Brain
Imaging",,
2019/12/5,caMST,Mixed Computerized Adaptive Multistage Testing,,
2019/12/5,causalweight,"Estimation Methods for Causal Inference Based on Inverse
Probability Weighting",,
2019/12/5,Claddis,Measuring Morphological Diversity and Evolutionary Tempo,,
2019/12/5,ConsRank,"Compute the Median Ranking(s) According to the Kemeny's
Axiomatic Approach",,
2019/12/5,fdadensity,"Functional Data Analysis for Density Functions by Transformation
to a Hilbert Space",,
2019/12/5,GENEAsphere,Visualisation of Raw or Segmented Accelerometer Data,,
2019/12/5,HDMT,"A Multiple Testing Procedure for High-Dimensional Mediation
Hypotheses",,
2019/12/5,hmm.discnp,"Hidden Markov Models with Discrete Non-Parametric Observation
Distributions",,
2019/12/5,hyper.fit,"Generic N-Dimensional Hyperplane Fitting with Heteroscedastic
Covariant Errors and Intrinsic Scatter",,
2019/12/5,inlinedocs,Convert Inline Comments to Documentation,,
2019/12/5,iptmnetr,Interface to the 'iPTMnet' API,,
2019/12/5,lax,Loglikelihood Adjustment for Extreme Value Models,,
2019/12/5,LBSPR,Length-Based Spawning Potential Ratio,,
2019/12/5,ldhmm,"Hidden Markov Model for Financial Time-Series Based on Lambda
Distribution",,
2019/12/5,lg,Locally Gaussian Distributions: Estimation and Methods,,
2019/12/5,lintools,Manipulation of Linear Systems of (in)Equalities,,
2019/12/5,listenv,Environments Behaving (Almost) as Lists,,
2019/12/5,lmomRFA,Regional Frequency Analysis using L-Moments,,
2019/12/5,lsasim,"Functions to Facilitate the Simulation of Large Scale Assessment
Data",,
2019/12/5,ltsk,Local Time Space Kriging,,
2019/12/5,MCMCprecision,Precision of Discrete Parameters in Transdimensional MCMC,,
2019/12/5,mize,Unconstrained Numerical Optimization Algorithms,,
2019/12/5,monotonicity,"Test for Monotonicity in Expected Asset Returns, Sorted by
Portfolios",,
2019/12/5,mousetrap,Process and Analyze Mouse-Tracking Data,,
2019/12/5,mstknnclust,MST-kNN Clustering Algorithm,,
2019/12/5,multicool,Permutations of Multisets in Cool-Lex Order,,
2019/12/5,passt,Probability Associator Time (PASS-T),,
2019/12/5,phateR,"PHATE - Potential of Heat-Diffusion for Affinity-Based
Transition Embedding",,
2019/12/5,piecewiseSEM,Piecewise Structural Equation Modeling,,
2019/12/5,POUMM,The Phylogenetic Ornstein-Uhlenbeck Mixed Model,,
2019/12/5,rblt,Bio-Logging Toolbox,,
2019/12/5,sglasso,"Lasso Method for RCON(V,E) Models",,
2019/12/5,synchrony,"Methods for Computing Spatial, Temporal, and Spatiotemporal
Statistics",,
2019/12/5,TITAN2,Threshold Indicator Taxa Analysis,,
2019/12/5,Tmisc,Turner Miscellaneous,,
2019/12/5,TreeBUGS,Hierarchical Multinomial Processing Tree Modeling,,
2019/12/5,trinROC,Statistical Tests for Assessing Trinormal ROC Data,,
2019/12/5,tsPI,"Improved Prediction Intervals for ARIMA Processes and Structural
Time Series",,
2019/12/5,wkb,Convert Between Spatial Objects and Well-Known Binary Geometry,,
2019/12/4,actuar,Actuarial Functions and Heavy Tailed Distributions,,
2019/12/4,BTSPAS,Bayesian Time-Stratified Population Analysis,,
2019/12/4,cleangeo,Cleaning Geometries from Spatial Objects,,
2019/12/4,cubature,Adaptive Multivariate Integration over Hypercubes,,
2019/12/4,cytometree,Automated Cytometry Gating and Annotation,,
2019/12/4,designr,Balanced Factorial Designs,,
2019/12/4,esc,Effect Size Computation for Meta Analysis,,
2019/12/4,expint,Exponential Integral and Incomplete Gamma Function,,
2019/12/4,ezCutoffs,Fit Measure Cutoffs in SEM,,
2019/12/4,foreSIGHT,Systems Insights from Generation of Hydroclimatic Timeseries,,
2019/12/4,FrechForest,Frechet Random Forests,,
2019/12/4,fssemR,"Fused Sparse Structural Equation Models to Jointly Infer Gene
Regulatory Network",,
2019/12/4,geometry,Mesh Generation and Surface Tessellation,,
2019/12/4,gmm,"Generalized Method of Moments and Generalized Empirical
Likelihood",,
2019/12/4,htmlTable,Advanced Tables for Markdown/HTML,,
2019/12/4,idar,Individual Diversity-Area Relationships,,
2019/12/4,LSAfun,Applied Latent Semantic Analysis (LSA) Functions,,
2019/12/4,ludic,Linkage Using Diagnosis Codes,,
2019/12/4,mfGARCH,Mixed-Frequency GARCH Models,,
2019/12/4,pals,"Color Palettes, Colormaps, and Tools to Evaluate Them",,
2019/12/4,pgmm,Parsimonious Gaussian Mixture Models,,
2019/12/4,Publish,"Format Output of Various Routines in a Suitable Way for Reports
and Publication",,
2019/12/4,rdtLite,Provenance Collector,,
2019/12/4,readabs,"Download and Tidy Time Series Data from the Australian Bureau of
Statistics",,
2019/12/4,recurse,Computes Revisitation Metrics for Trajectory Data,,
2019/12/4,rpmodel,P-Model,,
2019/12/4,RRreg,Correlation and Regression Analyses for Randomized Response Data,,
2019/12/4,scaleboot,Approximately Unbiased P-Values via Multiscale Bootstrap,,
2019/12/4,TLMoments,Calculate TL-Moments and Convert Them to Distribution Parameters,,
2019/12/3,clues,Clustering Method Based on Local,,
2019/12/3,GAparsimony,Searching Parsimony Models with Genetic Algorithms,,
2019/12/3,optionstrat,"Utilizes the Black-Scholes Option Pricing Model to Perform
Strategic Option Analysis and Plot Option Strategies",,
2019/12/3,penPHcure,Variable Selection in PH Cure Model with Time-Varying Covariates,,
2019/12/3,rversions,"Query 'R' Versions, Including 'r-release' and 'r-oldrel'",,
2019/12/2,addinsOutline,"'RStudio' Addins for Show Outline of a R Markdown/'LaTeX'
Project",,
2019/12/2,aimsir17,Irish Weather Observing Stations Hourly Records for 2017,,
2019/12/2,aucm,AUC Maximization,,
2019/12/2,backbone,Extracts the Backbone from Weighted Graphs,,
2019/12/2,beastier,Call 'BEAST2',,
2019/12/2,BigVAR,Dimension Reduction Methods for Multivariate Time Series,,
2019/12/2,curl,A Modern and Flexible Web Client for R,,
2019/12/2,EDOIF,Empirical Distribution Ordering Inference Framework (EDOIF),,
2019/12/2,fdistr,Frequency Distribution Tables,,
2019/12/2,gensvm,A Generalized Multiclass Support Vector Machine,,
2019/12/2,geoBayes,"Analysis of Geostatistical Data using Bayes and Empirical Bayes
Methods",,
2019/12/2,gggibbous,"Moon Charts, a Pie Chart Alternative",,
2019/12/2,ggplotlyExtra,Extra Convenience Functions for 'Plotly',,
2019/12/2,goftest,Classical Goodness-of-Fit Tests for Univariate Distributions,,
2019/12/2,gpg,GNU Privacy Guard for R,,
2019/12/2,gqlr,'GraphQL' Server in R,,
2019/12/2,hommel,"Methods for Closed Testing with Simes Inequality, in Particular
Hommel's Method",,
2019/12/2,LUCIDus,Latent Unknown Clustering with Integrated Data,,
2019/12/2,mauricer,Install 'BEAST2' Packages,,
2019/12/2,nakagami,Functions for the Nakagami Distribution,,
2019/12/2,NScluster,"Simulation and Estimation of the Neyman-Scott Type Spatial
Cluster Models",,
2019/12/2,OptimalDesign,A Toolbox for Computing Efficient Designs of Experiments,,
2019/12/2,parcats,Interactive Parallel Categories Diagrams for 'easyalluvial',,
2019/12/2,qwraps2,Quick Wraps 2,,
2019/12/2,RcppNumerical,'Rcpp' Integration for Numerical Computing Libraries,,
2019/12/2,revdbayes,Ratio-of-Uniforms Sampling for Bayesian Extreme Value Analysis,,
2019/12/2,smoots,Nonparametric Estimation of the Trend and Its Derivatives in TS,,
2019/12/2,SPAS,Stratified-Petersen Analysis System,,
2019/12/2,support.BWS2,Tools for Case 2 Best-Worst Scaling,,
2019/12/2,support.BWS3,Tools for Case 3 Best-Worst Scaling,,
2019/12/2,tidyhydat,Extract and Tidy Canadian 'Hydrometric' Data,,
2019/12/2,tidyjson,Tidy Complex 'JSON',,
2019/12/2,vinereg,D-Vine Quantile Regression,,
2019/12/1,bayesplot,Plotting for Bayesian Models,,
2019/12/1,CRF,Conditional Random Fields,,
2019/12/1,denvax,Simple Dengue Test and Vaccinate Cost Thresholds,,
2019/12/1,dtangle,Cell Type Deconvolution from Gene Expressions,,
2019/12/1,heatwaveR,Detect Heatwaves and Cold-Spells,,
2019/12/1,hues,Distinct Colour Palettes Based on 'iwanthue',,
2019/12/1,maptools,Tools for Handling Spatial Objects,,
2019/12/1,network,Classes for Relational Data,,
2019/12/1,noaaoceans,Collect Ocean Data from NOAA,,
2019/12/1,OpenImageR,An Image Processing Toolkit,,
2019/12/1,patchwork,The Composer of Plots,,
2019/12/1,prismatic,Color Manipulation Tools,,
2019/12/1,reReg,Recurrent Event Regression,,
2019/12/1,RSpectra,Solvers for Large-Scale Eigenvalue and SVD Problems,,
2019/12/1,shapes,Statistical Shape Analysis,,
2019/12/1,sortable,Drag-and-Drop in 'shiny' Apps with 'SortableJS',,
2019/12/1,spatialreg,Spatial Regression Analysis,,
2019/12/1,TDA,Statistical Tools for Topological Data Analysis,,
2019/11/30,COMPoissonReg,Conway-Maxwell Poisson (COM-Poisson) Regression,,
2019/11/30,gdxdt,IO for GAMS GDX Files using 'data.table',,
2019/11/30,imfr,Download Data from the International Monetary Fund's Data API,,
2019/11/30,maxlike,"Model Species Distributions by Estimating the Probability of
Occurrence Using Presence-Only Data",,
2019/11/30,metaSDTreg,Regression Models for Meta Signal Detection Theory,,
2019/11/30,phreeqc,R Interface to Geochemical Modeling Software,,
2019/11/30,polite,Be Nice on the Web,,
2019/11/30,shinyMobile,Mobile Ready 'shiny' Apps with Standalone Capabilities,,
2019/11/30,StereoMorph,Stereo Camera Calibration and Reconstruction,,
2019/11/30,Thermimage,Thermal Image Analysis,,
2019/11/29,AlgDesign,Algorithmic Experimental Design,,
2019/11/29,c060,"Extended Inference for Lasso and Elastic-Net Regularized Cox and
Generalized Linear Models",,
2019/11/29,ClusterR,"Gaussian Mixture Models, K-Means, Mini-Batch-Kmeans, K-Medoids
and Affinity Propagation Clustering",,
2019/11/29,KernelKnn,Kernel k Nearest Neighbors,,
2019/11/29,lest,"Vectorised Nested if-else Statements Similar to CASE WHEN in
'SQL'",,
2019/11/29,lomb,Lomb-Scargle Periodogram,,
2019/11/29,movecost,"Calculation of Accumulated Cost Surface and Least-Cost Paths
Related to Human Movement Across the Landscape",,
2019/11/29,pkgfilecache,Download and Manage Optional Package Data,,
2019/11/29,pvaluefunctions,"Creates and Plots P-Value Functions, S-Value Functions,
Confidence Distributions and Confidence Densities",,
2019/11/29,rodeo,A Code Generator for ODE-Based Models,,
2019/11/29,rrcovHD,Robust Multivariate Methods for High Dimensional Data,,
2019/11/29,vioplot,Violin Plot,,
2019/11/28,biocompute,Create and Manipulate BioCompute Objects,,
2019/11/28,coreCT,"Programmatic Analysis of Sediment Cores Using Computed
Tomography Imaging",,
2019/11/28,datafsm,Estimating Finite State Machine Models from Data,,
2019/11/28,epubr,Read EPUB File Metadata and Text,,
2019/11/28,fairadapt,Fair Data Adaptation with Quantile Preservation,,
2019/11/28,imgpalr,Create Color Palettes from Images,,
2019/11/28,MetaUtility,Utility Functions for Conducting and Interpreting Meta-Analyses,,
2019/11/28,NCSCopula,Non-Central Squared Copula Models Estimation,,
2019/11/28,OSNMTF,Orthogonal Sparse Non-Negative Matrix Tri-Factorization,,
2019/11/28,puzzle,Assembling Data Sets for Non-Linear Mixed Effects Modeling,,
2019/11/28,QZ,Generalized Eigenvalues and QZ Decomposition,,
2019/11/28,randomizeR,Randomization for Clinical Trials,,
2019/11/28,Replicate,Statistical Metrics for Multisite Replication Studies,,
2019/11/27,argonDash,Argon Shiny Dashboard Template,,
2019/11/27,argonR,R Interface to Argon HTML Design,,
2019/11/27,blastula,Easily Send HTML Email Messages,,
2019/11/27,bs4Dash,A 'Bootstrap 4' Version of 'shinydashboard',,
2019/11/27,DrBats,Data Representation: Bayesian Approach That's Sparse,,
2019/11/27,eia,API Wrapper for 'US Energy Information Administration' Open Data,,
2019/11/27,grImport,Importing Vector Graphics,,
2019/11/27,JuliaCall,Seamless Integration Between R and 'Julia',,
2019/11/27,leaflet.minicharts,Mini Charts for Interactive Maps,,
2019/11/27,logconcens,"Maximum Likelihood Estimation of a log-Concave Density Based on
Censored Data",,
2019/11/27,Matrix,Sparse and Dense Matrix Classes and Methods,,
2019/11/27,monomvn,Estimation for MVN and Student-t Data with Monotone Missingness,,
2019/11/27,nbconvertR,Vignette Engine Wrapping Jupyter Notebooks,,
2019/11/27,popReconstruct,Reconstruct Human Populations of the Recent Past,,
2019/11/27,rgdal,Bindings for the 'Geospatial' Data Abstraction Library,,
2019/11/27,RGENERATEPREC,Tools to Generate Daily-Precipitation Time Series,,
2019/11/27,rosetta,Parallel Use of Statistical Packages in Teaching,,
2019/11/27,spMaps,Europe SpatialPolygonsDataFrame Builder,,
2019/11/27,supc,The Self-Updating Process Clustering Algorithms,,
2019/11/26,CovTools,Statistical Tools for Covariance Analysis,,
2019/11/26,e1071,"Misc Functions of the Department of Statistics, Probability
Theory Group (Formerly: E1071), TU Wien",,
2019/11/26,gginnards,Explore the Innards of 'ggplot2' Objects,,
2019/11/26,kohonen,Supervised and Unsupervised Self-Organising Maps,,
2019/11/26,memochange,"Testing for Structural Breaks under Long Memory and Testing for
Changes in Persistence",,
2019/11/26,numbers,Number-Theoretic Functions,,
2019/11/26,pandocfilters,Pandoc Filters for R,,
2019/11/26,ptw,Parametric Time Warping,,
2019/11/26,rbiouml,Interact with BioUML Server,,
2019/11/26,REPLesentR,Presentations in the REPL,,
2019/11/26,sptm,SemiParametric Transformation Model Methods,,
2019/11/26,tiler,Create Geographic and Non-Geographic Map Tiles,,
2019/11/26,toxEval,"Exploring Biological Relevance of Environmental Chemistry
Observations",,
2019/11/26,trendchange,Innovative Trend Analysis and Time-Series Change Point Analysis,,
2019/11/26,VineCopula,Statistical Inference of Vine Copulas,,
2019/11/25,Amelia,A Program for Missing Data,,
2019/11/25,AnimalHabitatNetwork,"Networks Characterising the Physical Configurations of Animal
Habitats",,
2019/11/25,BayesESS,Determining Effective Sample Size,,
2019/11/25,bfw,Bayesian Framework for Computational Modeling,,
2019/11/25,crs,Categorical Regression Splines,,
2019/11/25,envirem,Generation of ENVIREM Variables,,
2019/11/25,Epi,A Package for Statistical Analysis in Epidemiology,,
2019/11/25,fuel,Framework for Unified Estimation in Lognormal Models,,
2019/11/25,grImport2,Importing 'SVG' Graphics,,
2019/11/25,kyotil,"Utility Functions for Statistical Analysis Report Generation and
Monte Carlo Studies",,
2019/11/25,lpirfs,Local Projections Impulse Response Functions,,
2019/11/25,manhplot,The Manhattan++ Plot,,
2019/11/25,MKdescr,Descriptive Statistics,,
2019/11/25,motmot,Models of Trait Macroevolution on Trees,,
2019/11/25,ProcMod,Informative Procrustean Matrix Correlation,,
2019/11/25,R.SamBada,Processing Pipeline for 'SamBada' from Pre- To Post-Processing,,
2019/11/25,rollRegres,Fast Rolling and Expanding Window Linear Regression,,
2019/11/25,rtiff,Read and Write TIFF Files,,
2019/11/25,TANDEM,"A Two-Stage Approach to Maximize Interpretability of Drug
Response Models Based on Multiple Molecular Data Types",,
2019/11/25,tsfgrnn,Time Series Forecasting Using GRNN,,
2019/11/25,TTAinterfaceTrendAnalysis,Temporal Trend Analysis Graphical Interface,,
2019/11/25,WeibullR,Weibull Analysis for Reliability Engineering,,
2019/11/24,ahpsurvey,Analytic Hierarchy Process for Survey Data,,
2019/11/24,ePCR,Ensemble Penalized Cox Regression for Survival Prediction,,
2019/11/24,FeatureHashing,"Creates a Model Matrix via Feature Hashing with a Formula
Interface",,
2019/11/24,OBsMD,Objective Bayesian Model Discrimination in Follow-Up Designs,,
2019/11/24,plsmselect,"Linear and Smooth Predictor Modelling with Penalisation and
Variable Selection",,
2019/11/24,randomcoloR,Generate Attractive Random Colors,,
2019/11/23,abn,Modelling Multivariate Data with Additive Bayesian Networks,,
2019/11/23,capitalR,"Capital Budgeting Analysis, Annuity Loan Calculations and
Amortization Schedules",,
2019/11/23,gradeR,Helps Grade Assignment Submissions that are R Scripts,,
2019/11/23,iheatmapr,"Interactive, Complex Heatmaps",,
2019/11/23,pCODE,"Estimation of an Ordinary Differential Equation Model by
Parameter Cascade Method",,
2019/11/23,prettydoc,Creating Pretty Documents from R Markdown,,
2019/11/23,tribe,Play with the Tribe of Attributes,,
2019/11/23,VOSONDash,User Interface for Collecting and Analysing Social Networks,,
2019/11/22,Corbi,Collection of Rudimentary Bioinformatics Tools,,
2019/11/22,covafillr,"Local Polynomial Regression of State Dependent Covariates in
State-Space Models",,
2019/11/22,EthSEQ,Ethnicity Annotation from Whole Exome Sequencing Data,,
2019/11/22,fastStat,Faster for Statistic Work,,
2019/11/22,frailtyHL,Frailty Models via Hierarchical Likelihood,,
2019/11/22,gen5helper,Processing 'Gen5' 2.06 Exported Data,,
2019/11/22,genesysr,Genesys PGR Client,,
2019/11/22,glancedata,Generate tables and plots to get summaries of data,,
2019/11/22,HCTR,Higher Criticism Tuned Regression,,
2019/11/22,lineqGPR,"Gaussian Process Regression Models with Linear Inequality
Constraints",,
2019/11/22,NCA,Necessary Condition Analysis,,
2019/11/22,pubtatordb,Create and Query a Local 'PubTator' Database,,
2019/11/22,rasterpdf,Plot Raster Graphics in PDF Files,,
2019/11/22,rmdcev,Multiple Discrete-Continuous Extreme Value (MDCEV) Model,,
2019/11/22,robvis,Visualize the Results of Risk-of-Bias (ROB) Assessments,,
2019/11/22,smartsizer,Power Analysis for a SMART Design,,
2019/11/22,webshot,Take Screenshots of Web Pages,,
2019/11/22,wmm,World Magnetic Model,,
2019/11/21,boostmtree,Boosted Multivariate Trees for Longitudinal Data,,
2019/11/21,climateStability,Estimating Climate Stability from Climate Model Data,,
2019/11/21,ConvergenceClubs,Finding Convergence Clubs,,
2019/11/21,depth,Nonparametric Depth Functions for Multivariate Analysis,,
2019/11/21,diffEnrich,"Given a List of Gene Symbols, Performs Differential Enrichment
Analysis",,
2019/11/21,Irescale,Calculate and Rectify Moran's I,,
2019/11/21,Rbeast,Bayesian Change-Point Detection and Time Series Decomposition,,
2019/11/21,REAT,Regional Economic Analysis Toolbox,,
2019/11/21,rlecuyer,R Interface to RNG with Multiple Streams,,
2019/11/21,Rmagic,MAGIC - Markov Affinity-Based Graph Imputation of Cells,,
2019/11/21,robfilter,Robust Time Series Filters,,
2019/11/21,shinyMatrix,Shiny Matrix Input Field,,
2019/11/21,tidyverse,Easily Install and Load the 'Tidyverse',,
2019/11/21,unittest,TAP-Compliant Unit Testing,,
2019/11/20,FindIt,Finding Heterogeneous Treatment Effects,,
2019/11/20,FuzzyR,Fuzzy Logic Toolkit for R,,
2019/11/20,joint.Cox,"Joint Frailty-Copula Models for Tumour Progression and Death in
Meta-Analysis",,
2019/11/20,MazamaLocationUtils,Manage Spatial Metadata for Known Locations,,
2019/11/20,quadprog,Functions to Solve Quadratic Programming Problems,,
2019/11/20,remss,Refining Evaluation Methodology on Stage System,,
2019/11/20,rpostgis,R Interface to a 'PostGIS' Database,,
2019/11/20,selectr,Translate CSS Selectors to XPath Expressions,,
