Date,Package,Title,,
2018/10/3,jmdl,"Joint Mean-Correlation Regression Approach for Discrete
Longitudinal Data",,
2018/10/3,PeakSegJoint,Joint Peak Detection in Several ChIP-Seq Samples,,
2018/10/3,PerFit,Person Fit,,
2018/10/3,RcmdrPlugin.RiskDemo,R Commander Plug-in for Risk Demonstration,,
2018/10/3,SpNMF,Supervised NMF,,
2018/10/2,BASiNET,Classification of RNA Sequences using Complex Network Theory,,
2018/10/2,equateIRT,IRT Equating Methods,,
2018/10/2,stability,Stability Analysis of Genotype by Environment Interaction (GEI),,
2018/10/2,SwissAir,"Air Quality Data of Switzerland for One Year in 30 Min
Resolution",,
2018/10/2,tensorBF,Bayesian Tensor Factorization,,
2018/10/2,whitechapelR,"Advanced Policing Techniques for the Board Game ""Letters from
Whitechapel""",,
2018/10/1,FactoClass,Combination of Factorial Methods and Cluster Analysis,,
2018/10/1,IMmailgun,Send Emails using 'Mailgun',,
2018/10/1,rtkore,'STK++' Core Library Integration to 'R' using 'Rcpp',,
2018/10/1,webuse,Import Stata 'webuse' Datasets,,
2018/9/30,BRETIGEA,Brain Cell Type Specific Gene Expression Analysis,,
2018/9/30,cap,"Covariate Assisted Principal (CAP) Regression for Covariance
Matrix Outcomes",,
2018/9/30,codified,Produce Standard/Formalized Demographics Tables,,
2018/9/30,effectR,Predicts Oomycete Effectors,,
2018/9/30,fastGHQuad,Fast 'Rcpp' Implementation of Gauss-Hermite Quadrature,,
2018/9/30,ggparliament,Parliament Plots,,
2018/9/30,portsort,Factor-Based Portfolio Sorts,,
2018/9/30,RBitmoji,An R Wrapper to the Overly Complicated 'Bitmoji' API,,
2018/9/30,Rfolding,The Folding Test of Unimodality,,
2018/9/30,sym.arma,Autoregressive and Moving Average Symmetric Models,,
2018/9/29,ClueR,Cluster Evaluation,,
2018/9/29,GFD,Tests for General Factorial Designs,,
2018/9/29,LearnGeom,Learning Plane Geometry,,
2018/9/29,mdir.logrank,Multiple-Direction Logrank Test,,
2018/9/28,BETS,Brazilian Economic Time Series,,
2018/9/28,ddiv,Data Driven I-v Feature Extraction,,
2018/9/28,deflateBR,Deflate Nominal Brazilian Reais,,
2018/9/28,gifski,Highest Quality GIF Encoder,,
2018/9/28,HDcpDetect,Detect Change Points in Means of High Dimensional Data,,
2018/9/28,MaxPro,Maximum Projection Designs,,
2018/9/28,roperators,Additional Operators to Help you Write Cleaner R Code,,
2018/9/28,SCGLR,Supervised Component Generalized Linear Regression,,
2018/9/28,textreadr,Read Text Documents into R,,
2018/9/28,titeIR,Isotonic Designs for Phase 1 Trials with Late-Onset Toxicities,,
2018/9/27,fluxweb,Estimate Energy Fluxes in Food Webs,,
2018/9/27,mclogit,Mixed Conditional Logit Models,,
2018/9/27,orcutt,Estimate Procedure in Case of First Order Autocorrelation,,
2018/9/27,R.matlab,Read and Write MAT Files and Call MATLAB from Within R,,
2018/9/27,rsq,R-Squared and Related Measures,,
2018/9/27,sm,"Smoothing Methods for Nonparametric Regression and Density
Estimation",,
2018/9/27,taipan,Tool for Annotating Images in Preparation for Analysis,,
2018/9/26,bdvis,Biodiversity Data Visualizations,,
2018/9/26,CRM,Continual Reassessment Method (CRM) for Phase I Clinical Trials,,
2018/9/26,LncPath,Identifying the Pathways Regulated by LncRNA Sets of Interest,,
2018/9/26,MEPDF,"Creation of Empirical Density Functions Based on Multivariate
Data",,
2018/9/26,movMF,Mixtures of von Mises-Fisher Distributions,,
2018/9/25,addhaz,Binomial and Multinomial Additive Hazard Models,,
2018/9/25,boxcoxmix,"Box-Cox-Type Transformations for Linear and Logistic Models with
Random Effects",,
2018/9/25,CPE,Concordance Probability Estimates in Survival Analysis,,
2018/9/25,freegroup,The Free Group,,
2018/9/25,gWidgets2tcltk,Toolkit Implementation of gWidgets2 for tcltk,,
2018/9/24,bigdatadist,"Distances for Machine Learning and Statistics in the Context of
Big Data",,
2018/9/24,checkLuhn,Checks if a Number is Valid Using the Luhn Algorithm,,
2018/9/24,distdichoR,"Distributional Method for the Dichotomisation of Continuous
Outcomes",,
2018/9/24,EcoHydRology,A Community Modeling Foundation for Eco-Hydrology,,
2018/9/24,flexclust,Flexible Cluster Algorithms,,
2018/9/24,ITRSelect,"Variable Selection for Optimal Individualized Dynamic Treatment
Regime",,
2018/9/24,PBRF,"The Probability of Being in Response Function and Its Variance
Estimates",,
2018/9/24,userfriendlyscience,Quantitative Analysis Made Accessible,,
2018/9/23,DescribeDisplay,An Interface to the 'DescribeDisplay' 'GGobi' Plugin,,
2018/9/23,SI,Stochastic Integrating,,
2018/9/22,RMOA,Connect R with MOA for Massive Online Analysis,,
2018/9/22,RMOAjars,External jars Required for Package RMOA,,
2018/9/22,sparsepp,'Rcpp' Interface to 'sparsepp',,
2018/9/21,APtools,"Average Positive Predictive Values (AP) for Binary Outcomes and
Censored Event Times",,
2018/9/21,blin,Bipartite Longitudinal Influence Network (BLIN) Estimation,,
2018/9/21,BootstrapQTL,Bootstrap cis-QTL Method that Corrects for the Winner's Curse,,
2018/9/21,RInno,An Installation Framework for Shiny Apps,,
2018/9/21,trigpoints,"Data Set of Trig Points in Great Britain in British National
Grid Coordinates",,
2018/9/21,zeroEQpart,Zero Order vs (Semi) Partial Correlation Test and CI,,
2018/9/20,adpss,"Design and Analysis of Locally or Globally Efficient Adaptive
Designs",,
2018/9/20,datasauRus,Datasets from the Datasaurus Dozen,,
2018/9/20,DensParcorr,"Dens-Based Method for Partial Correlation Estimation in Large
Scale Brain Networks",,
2018/9/20,DIconvex,Finding Patterns of Monotonicity and Convexity in Data,,
2018/9/20,LPKsample,LP Nonparametric High Dimensional K-Sample Comparison,,
2018/9/20,quantregGrowth,Growth Charts via Regression Quantiles,,
2018/9/20,rcoreoa,Client for the CORE API,,
2018/9/20,rsnps,Get 'SNP' ('Single-Nucleotide' 'Polymorphism') Data on the Web,,
2018/9/20,soiltexture,"Functions for Soil Texture Plot, Classification and
Transformation",,
2018/9/19,BayLum,"Chronological Bayesian Models Integrating Optically Stimulated
Luminescence and Radiocarbon Age Dating",,
2018/9/19,CIAAWconsensus,Isotope Ratio Meta-Analysis,,
2018/9/19,droptest,Simulates LOX Drop Testing,,
2018/9/18,cymruservices,"Query 'Team Cymru' 'IP' Address, Autonomous System Number
('ASN'), Border Gateway Protocol ('BGP'), Bogon and 'Malware'
Hash Data Services",,
2018/9/18,eivtools,Measurement Error Modeling Tools,,
2018/9/18,mhurdle,Multiple Hurdle Tobit Models,,
2018/9/18,netrankr,Analyzing Partial Rankings in Networks,,
2018/9/18,packcircles,Circle Packing,,
2018/9/18,shiny.router,Basic Routing for Shiny Web Applications,,
2018/9/17,CorDiff,Set-Based Differential Covariance Testing for Genomics,,
2018/9/17,EloOptimized,Optimized Elo Rating Method for Obtaining Dominance Ranks,,
2018/9/17,emhawkes,Exponential Multivariate Hawkes Model,,
2018/9/17,gdns,Tools to Work with Google's 'DNS-over-HTTPS' ('DoH') 'API',,
2018/9/17,googleway,Accesses Google Maps APIs to Retrieve Data and Plot Maps,,
2018/9/17,HMMextra0s,Hidden Markov Models with Extra Zeros,,
2018/9/17,magic,Create and Investigate Magic Squares,,
2018/9/17,salty,Turn Clean Data into Messy Data,,
2018/9/17,xopen,"Open System Files, 'URLs', Anything",,
2018/9/16,aiRthermo,Atmospheric Thermodynamics and Visualization,,
2018/9/16,knockoff,The Knockoff Filter for Controlled Variable Selection,,
2018/9/16,roundhouse,An R Wrapper to the 'ICNDb' API,,
2018/9/16,sparr,Spatial and Spatiotemporal Relative Risk,,
2018/9/16,stylest,Estimating Speaker Style Distinctiveness,,
2018/9/16,VBTree,Vector Binary Tree to Make Your Data Management More Efficient,,
2018/9/16,voteogram,United States House and Senate Voting Cartogram Generators,,
2018/9/15,PropClust,Propensity Clustering and Decomposition,,
2018/9/15,RcmdrPlugin.BiclustGUI,'Rcmdr' Plug-in GUI for Biclustering,,
2018/9/14,asht,Applied Statistical Hypothesis Tests,,
2018/9/14,crawl,"Fit Continuous-Time Correlated Random Walk Models to Animal
Movement Data",,
2018/9/14,demogR,Analysis of Age-Structured Demographic Models,,
2018/9/14,episcan,Scan Pairwise Epistasis,,
2018/9/14,fts,R Interface to 'tslib' (a Time Series Library in C++),,
2018/9/14,kitagawa,"Spectral Response of Water Wells to Harmonic Strain and Pressure
Signals",,
2018/9/14,reglogit,Simulation-Based Regularized Logistic Regression,,
2018/9/14,RtutoR,Shiny Apps for Plotting and Exploratory Analysis,,
2018/9/14,snow,Simple Network of Workstations,,
2018/9/13,Blaunet,Calculate and Analyze Blau Status for (Covert) Organizations,,
2018/9/13,CKLRT,"Composite Kernel Machine Regression Based on Likelihood Ratio
Test",,
2018/9/13,condvis,Conditional Visualization for Statistical Models,,
2018/9/13,EnvCpt,"Detection of Structural Changes in Climate and Environment Time
Series",,
2018/9/13,EstMix,Tumor Clones Percentage Estimations,,
2018/9/13,HDtest,"High Dimensional Hypothesis Testing for Mean Vectors, Covariance
Matrices, and White Noise of Vector Time Series",,
2018/9/13,nse,Numerical Standard Errors Computation in R,,
2018/9/13,PHeval,"Evaluation of the Proportional Hazards Assumption with a
Standardized Score Process",,
2018/9/13,shiny.i18n,Shiny Applications Internationalization,,
2018/9/13,SimPhe,Tools to Simulate Phenotype(s) with Epistatic Interaction,,
2018/9/13,VarfromPDB,"Disease-Gene-Variant Relations Mining from the Public Databases
and Literature",,
2018/9/12,CTT,Classical Test Theory Functions,,
2018/9/12,flipscores,Robust Testing in GLMs,,
2018/9/12,ggmosaic,Mosaic Plots in the 'ggplot2' Framework,,
2018/9/12,qualmap,"Opinionated Approach for Digitizing Semi-Structured Qualitative
GIS Data",,
2018/9/11,fastnet,Large-Scale Social Network Analysis,,
2018/9/11,Hotelling,Hotelling's T^2 Test and Variants,,
2018/9/11,KrigInv,"Kriging-Based Inversion for Deterministic and Noisy Computer
Experiments",,
2018/9/11,ModelMap,"Modeling and Map Production using Random Forest and Related
Stochastic Models",,
2018/9/11,tstools,A Time Series Toolbox for Official Statistics,,
2018/9/11,yacca,Yet Another Canonical Correlation Analysis Package,,
2018/9/11,zoocat,'zoo' Objects with Column Attributes,,
2018/9/10,BHTSpack,Bayesian Multi-Plate High-Throughput Screening of Compounds,,
2018/9/10,itsmr,Time Series Analysis Using the Innovations Algorithm,,
2018/9/10,MEGENA,Multiscale Clustering of Geometrical Network,,
2018/9/10,metRology,Support for Metrological Applications,,
2018/9/10,MVR,Mean-Variance Regularization,,
2018/9/10,ndl,Naive Discriminative Learning,,
2018/9/10,PopED,Population (and Individual) Optimal Experimental Design,,
2018/9/10,rly,'Lex' and 'Yacc',,
2018/9/10,SamplerCompare,A Framework for Comparing the Performance of MCMC Samplers,,
2018/9/10,spagmix,"Artificial Spatial and Spatiotemporal Densities on Bounded
Windows",,
2018/9/9,downscale,Downscaling Species Occupancy,,
2018/9/9,MetSizeR,GUI Tool for Estimating Sample Sizes for Metabolomic Experiments,,
2018/9/5,vanquish,Variant Quality Investigation Helper,,
2018/9/3,cmrutils,Misc Functions of the Center for Mathematical Research,,
2018/9/3,CTTinShiny,Shiny Interface for the CTT Package,,
2018/9/3,datadigest,Create an Interactive Data Summary,,
2018/9/3,ggTimeSeries,Time Series Visualisations Using the Grammar of Graphics,,
2018/9/3,itemanalysis,Classical Test Theory Item Analysis,,
2018/9/3,pysd2r,API to 'Python' Library 'pysd',,
2018/9/3,redR,REgularization by Denoising (RED),,
2018/9/3,ROP,"Regression Optimized: Numerical Approach for Multivariate
Classification and Regression Trees",,
2018/9/3,SamplingBigData,Sampling Methods for Big Data,,
2018/9/3,tiobeindexr,Extract 'TIOBE' Programming Index Tables for the Latest Month,,
2018/9/2,rsm,Response-Surface Analysis,,
2018/9/1,fitur,Fit Univariate Distributions,,
2018/8/31,bcaboot,Bias Corrected Bootstrap Confidence Intervals,,
2018/8/31,bdDwC,Darwinizer: Darwin Core (DwC) Field Names Standardization,,
2018/8/31,bdribs,"Bayesian Detection of Potential Risk Using Inference on Blinded
Safety Data",,
2018/8/31,CARBayesdata,"Data Used in the Vignettes Accompanying the CARBayes and
CARBayesST Packages",,
2018/8/31,corpora,Statistics and Data Sets for Corpus Frequency Data,,
2018/8/31,DOS,Design of Observational Studies,,
2018/8/31,ECLRMC,Ensemble Correlation-Based Low-Rank Matrix Completion,,
2018/8/31,elasticnet,Elastic-Net for Sparse Estimation and Sparse PCA,,
2018/8/31,fastR2,Foundations and Applications of Statistics Using R (2nd Edition),,
2018/8/31,HGSL,Heterogeneous Group Square-Root Lasso,,
2018/8/31,ldbounds,Lan-DeMets Method for Group Sequential Boundaries,,
2018/8/31,logbin,Relative Risk Regression Using the Log-Binomial Model,,
2018/8/31,MAc,Meta-Analysis with Correlations,,
2018/8/31,MAd,Meta-Analysis with Mean Differences,,
2018/8/31,nearfar,Near-Far Matching,,
2018/8/31,npmlreg,"Nonparametric Maximum Likelihood Estimation for Random Effect
Models",,
2018/8/31,plotscale,Scale Graphics Devices Using Plot Dimensions,,
2018/8/31,Rambo,The Random Subgraph Model,,
2018/8/31,repec,Access RePEc Data Through API,,
2018/8/31,rifle,Sparse Generalized Eigenvalue Problem,,
2018/8/31,sinew,Create 'roxygen2' Skeleton with Information from Function Script,,
2018/8/31,SparseLPM,"The Sparse Latent Position Model for Nonnegative Interaction
Data",,
2018/8/31,stocks,Stock Market Analysis,,
2018/8/31,takos,Analysis of Differential Calorimetry Scans,,
2018/8/31,TauP.R,Earthquake Traveltime Calculations for 1-D Earth Models,,
2018/8/30,aods3,Analysis of Overdispersed Data using S3 Methods,,
2018/8/30,AssetCorr,Estimating Asset Correlations from Default Data,,
2018/8/30,detect,Analyzing Wildlife Data with Detection Error,,
2018/8/30,earlygating,Properties of Bayesian Early Gating Designs,,
2018/8/30,evoper,Evolutionary Parameter Estimation for 'Repast Simphony' Models,,
2018/8/30,idm,Incremental Decomposition Methods,,
2018/8/30,lero.lero,Generate 'Lero Lero' Quotes,,
2018/8/30,OOBCurve,Out of Bag Learning Curve,,
2018/8/30,qoma.smuggler,Transport Data and Commands Across the 'FAME' / 'R' Border,,
2018/8/30,rmake,Makefile Generator for R Analytical Projects,,
2018/8/30,smfsb,Stochastic Modelling for Systems Biology,,
2018/8/30,surrosurvROC,Surrogate Survival ROC,,
2018/8/29,apaTables,Create American Psychological Association (APA) Style Tables,,
2018/8/29,approximator,Bayesian Prediction of Complex Computer Codes,,
2018/8/29,fdANOVA,"Analysis of Variance for Univariate and Multivariate Functional
Data",,
2018/8/29,IsoriX,"Isoscape Computation and Inference of Spatial Origins using
Mixed Models",,
2018/8/29,mipfp,"Multidimensional Iterative Proportional Fitting and Alternative
Models",,
2018/8/29,SpNetPrep,Linear Network Preprocessing for Spatial Statistics,,
2018/8/29,vaersvax,"US Vaccine Adverse Event Reporting System (VAERS) Vaccine Data
for Present",,
2018/8/29,VarSelLCM,"Variable Selection for Model-Based Clustering of Mixed-Type Data
Set with Missing Values",,
2018/8/28,cwhmisc,"Miscellaneous Functions for Math, Plotting, Printing,
Statistics, Strings, and Tools",,
2018/8/28,fingerPro,Sediment Source Fingerprinting,,
2018/8/28,geoelectrics,3D-Visualization of Geoelectric Resistivity Measurement Profiles,,
2018/8/28,gmapsdistance,Distance and Travel Time Between Two Points from Google Maps,,
2018/8/28,mBvs,Bayesian Variable Selection Methods for Multivariate Data,,
2018/8/28,PoweR,Computation of Power and Level Tables for Hypothesis Tests,,
2018/8/28,ZIM,"Zero-Inflated Models (ZIM) for Count Time Series with Excess
Zeros",,
2018/8/27,calpassapi,R Interface to Access CalPASS API,,
2018/8/27,eDMA,Dynamic Model Averaging with Grid Search,,
2018/8/27,miceMNAR,"Missing not at Random Imputation Models for Multiple Imputation
by Chained Equation",,
2018/8/27,pdp,Partial Dependence Plots,,
2018/8/27,prob,Elementary Probability on Finite Sample Spaces,,
2018/8/27,projections,Project Future Case Incidence,,
2018/8/26,funique,A Faster Unique Function,,
2018/8/26,GPRMortality,Gaussian Process Regression for Mortality Rates,,
2018/8/26,mclustcomp,Measures for Comparing Clusters,,
2018/8/26,sspse,"Estimating Hidden Population Size using Respondent Driven
Sampling Data",,
2018/8/25,coopProductGame,Cooperative Aspects of Linear Production Programming Problems,,
2018/8/25,flip,Multivariate Permutation Tests,,
2018/8/25,symDMatrix,Partitioned Symmetric Matrices,,
2018/8/25,TeXCheckR,Parses LaTeX Documents for Errors,,
2018/8/25,tfruns,Training Run Tools for 'TensorFlow',,
2018/8/24,accelerometry,Functions for Processing Accelerometer Data,,
2018/8/24,binGroup,Evaluation and Experimental Design for Binomial Group Testing,,
2018/8/24,BMRBr,'BMRB' File Downloader,,
2018/8/24,gsynth,Generalized Synthetic Control Method,,
2018/8/24,iC10TrainingData,Training Datasets for iC10 Package,,
2018/8/24,mvglmmRank,"Multivariate Generalized Linear Mixed Models for Ranking Sports
Teams",,
2018/8/24,ncappc,NCA Calculations and Population Model Diagnosis,,
2018/8/24,plsgenomics,PLS Analyses for Genomics,,
2018/8/24,portfolio.optimization,Contemporary Portfolio Optimization,,
2018/8/24,quickmatch,Quick Generalized Full Matching,,
2018/8/24,stepPenal,Stepwise Forward Variable Selection in Penalized Regression,,
2018/8/24,survxai,"Visualization of the Local and Global Survival Model
Explanations",,
2018/8/24,twl,Two-Way Latent Structure Clustering Model,,
2018/8/24,twoway,Analysis of Two-Way Tables,,
2018/8/24,wordcloud,Word Clouds,,
2018/8/24,xRing,Visualization and Correction of X-Ray Micro-Density Profiles,,
2018/8/23,ars,Adaptive Rejection Sampling,,
2018/8/23,fixerapi,"An R Client for the ""Fixer.io"" Currency API",,
2018/8/23,IndepTest,Nonparametric Independence Tests Based on Entropy Estimation,,
2018/8/23,manet,Multiple Allocation Model for Actor-Event Networks,,
2018/8/23,sparseinv,Computation of the Sparse Inverse Subset,,
2018/8/23,xmlrpc2,Implementation of the Remote Procedure Call Protocol ('XML-RPC'),,
2018/8/22,collapsibleTree,Interactive Collapsible Tree Diagrams using 'D3.js',,
2018/8/22,eikosograms,The Picture of Probability,,
2018/8/22,hedgehog,Property-Based Testing,,
2018/8/22,highSCREEN,High-Throughput Screening for Plate Based Assays,,
2018/8/22,lmridge,Linear Ridge Regression with Ridge Penalty and Ridge Statistics,,
2018/8/22,pwrFDR,FDR Power,,
2018/8/22,TE,Insertion/Deletion Dynamics for Transposable Elements,,
2018/8/21,decido,Bindings for 'Mapbox' Ear Cutting Triangulation Library,,
2018/8/21,quickblock,Quick Threshold Blocking,,
2018/8/21,rsolr,R to Solr Interface,,
2018/8/21,synchronicity,Boost Mutex Functionality in R,,
2018/8/20,AdaptiveSparsity,Adaptive Sparsity Models,,
2018/8/20,cartools,Tools for Understanding Highway Performance,,
2018/8/20,con2aqi,Calculate the AQI from Pollutant Concentration,,
2018/8/20,getProxy,Get Free Proxy IP and Port,,
2018/8/20,ISAT,"Extract Cell Density and Nearest Distance Based on 'PerkinElmer
InForm' Software Output",,
2018/8/20,MRHawkes,Multivariate Renewal Hawkes Process,,
2018/8/20,pGPx,Pseudo-Realizations for Gaussian Process Excursions,,
2018/8/20,RLT,Reinforcement Learning Trees,,
2018/8/20,shp2graph,"Convert a SpatialLinesDataFrame Object to an 'igraph'-Class
Object",,
2018/8/19,ELYP,"Empirical Likelihood Analysis for the Cox Model and
Yang-Prentice (2005) Model",,
2018/8/19,IPEC,Root Mean Square Curvature Calculation,,
2018/8/19,lazyrmd,Render R Markdown Outputs Lazily,,
2018/8/19,microplot,"Microplots (Sparklines) in 'LaTeX', 'Word', 'HTML', 'Excel'",,
2018/8/18,emplik2,"Empirical Likelihood Ratio Test for Two Samples with Censored
Data",,
2018/8/18,mar1s,Multiplicative AR(1) with Seasonal Processes,,
2018/8/18,modopt.matlab,'MatLab'-Style Modeling of Optimization Problems,,
2018/8/18,narray,Subset- And Name-Aware Array Utility Functions,,
2018/8/18,truncreg,Truncated Gaussian Regression Models,,
2018/8/18,udapi,Urban Dictionary API Client,,
2018/8/17,AbSim,Time Resolved Simulations of Antibody Repertoires,,
2018/8/17,airr,AIRR Data Representation Reference Library,,
2018/8/17,covTestR,Covariance Matrix Tests,,
2018/8/17,emplik,Empirical Likelihood Ratio for Censored/Truncated Data,,
2018/8/17,GPrank,Gaussian Process Ranking of Multiple Time Series,,
2018/8/17,hhi,Calculate and Visualize the Herfindahl-Hirschman Index,,
2018/8/17,imptree,Classification Trees with Imprecise Probabilities,,
2018/8/17,jsonstat,Interface to 'JSON-stat',,
2018/8/17,LatticeDesign,Lattice-Based Space-Filling Designs,,
2018/8/17,matrixProfile,Matrix Profile,,
2018/8/17,rhli,An R Implementation of the FIS MarketMap C-Toolkit,,
2018/8/17,VarBundle,Read-Only Variable Bundles,,
2018/8/16,AST,Age-Spatial-Temporal Model,,
2018/8/16,dyncomp,Complexity of Short and Coarse-Grained Time Series,,
2018/8/16,EM.Fuzzy,"EM Algorithm for Maximum Likelihood Estimation by Non-Precise
Information",,
2018/8/16,leanpubr,'Leanpub' API Interface,,
2018/8/16,mixchar,Mixture Model for the Deconvolution of Thermal Decay Curves,,
2018/8/16,MVNBayesian,Bayesian Analysis Framework for MVN (Mixture) Distribution,,
2018/8/16,stpm,"Stochastic Process Model for Analysis of Longitudinal and
Time-to-Event Outcomes",,
2018/8/16,tm.plugin.mail,Text Mining E-Mail Plug-in,,
2018/8/15,choroplethr,Simplify the Creation of Choropleth Maps in R,,
2018/8/15,ENMeval,Automated Runs and Evaluations of Ecological Niche Models,,
2018/8/15,mumm,Multiplicative Mixed Models using the Template Model Builder,,
2018/8/15,stilt,Separable Gaussian Process Interpolation (Emulation),,
2018/8/15,tensr,Covariance Inference and Decompositions for Tensor Datasets,,
2018/8/14,DemoDecomp,Decompose Demographic Functions,,
2018/8/14,epiflows,Predicting Disease Spread from Flow Data,,
2018/8/14,fc,Standard Evaluation-Based Multivariate Function Composition,,
2018/8/14,LMfilteR,"Filter Methods for Parameter Estimation in Linear Regression
Models",,
2018/8/14,powerlmm,Power Analysis for Longitudinal Multilevel Models,,
2018/8/14,ProliferativeIndex,Calculates and Analyzes the Proliferative Index,,
2018/8/14,ZipRadius,"Creates a Data Frame of US Zip Codes in a Given Radius from a
Given US Zip Code",,
2018/8/13,bcp,Bayesian Analysis of Change Point Problems,,
2018/8/13,BLOQ,"Impute and Analyze Data with Observations Below the Limit of
Quantification",,
2018/8/13,brandwatchR,'Brandwatch' API to R,,
2018/8/13,Brobdingnag,Very Large Numbers in R,,
2018/8/13,CSFA,Connectivity Scores with Factor Analysis,,
2018/8/13,EL2Surv,Empirical Likelihood (EL) for Comparing Two Survival Functions,,
2018/8/13,junctions,The Breakdown of Genomic Ancestry Blocks in Hybrid Lineages,,
2018/8/13,kirby21.base,Example Data from the Multi-Modal MRI 'Reproducibility' Resource,,
2018/8/13,kirby21.fmri,"Example Functional Imaging Data from the Multi-Modal MRI
'Reproducibility' Resource",,
2018/8/13,kirby21.t1,"Example T1 Structural Data from the Multi-Modal MRI
'Reproducibility' Resource",,
2018/8/13,ltable,Easy to Make (Lazy) Tables,,
2018/8/13,matlabr,An Interface for MATLAB using System Calls,,
2018/8/13,painter,Creation and Manipulation of Color Palettes,,
2018/8/13,patrick,Parameterized Unit Testing,,
2018/8/13,quadmatrix,Solving Quadratic Matrix Equations,,
2018/8/13,Rspotify,Access to Spotify API,,
2018/8/13,SCPME,Shrinking Characteristics of Precision Matrix Estimators,,
2018/8/13,togglr,'Toggl.com' Api for 'Rstudio',,
2018/8/12,RagGrid,A Wrapper of the 'JavaScript' Library 'agGrid',,
2018/8/11,clusrank,Wilcoxon Rank Sum Test for Clustered Data,,
2018/8/11,fasterElasticNet,An Amazing Fast Way to Fit Elastic Net,,
2018/8/11,glm2,Fitting Generalized Linear Models,,
2018/8/11,nsapi,Connect to the NS (Dutch Railways) API,,
2018/8/10,atlas,Stanford 'ATLAS' Search Engine API,,
2018/8/10,BGGE,Bayesian Genomic Linear Models Applied to GE Genome Selection,,
2018/8/10,libstableR,"Fast and Accurate Evaluation, Random Number Generation and
Parameter Estimation of Skew Stable Distributions",,
2018/8/9,hddtools,Hydrological Data Discovery Tools,,
2018/8/9,logKDE,"Computing Log-Transformed Kernel Density Estimates for Positive
Data",,
2018/8/9,MDSMap,"High Density Genetic Linkage Mapping using Multidimensional
Scaling",,
2018/8/9,reclin,Record Linkage Toolkit,,
2018/8/9,VariableScreening,"High-Dimensional Screening for Semiparametric Longitudinal
Regression",,
2018/8/8,CarletonStats,Functions for Statistics Classes at Carleton College,,
2018/8/8,populationPDXdesign,Designing Population PDX Studies,,
2018/8/8,WCE,Weighted Cumulative Exposure Models,,
2018/8/7,archivist.github,"Tools for Archiving, Managing and Sharing R Objects via GitHub",,
2018/8/7,ForecastComb,Forecast Combination Methods,,
2018/8/7,gridsample,Tools for Grid-Based Survey Sampling Design,,
2018/8/7,gumbel,The Gumbel-Hougaard Copula,,
2018/8/7,MSMwRA,Multivariate Statistical Methods with R Applications,,
2018/8/7,nsROC,Non-Standard ROC Curve Analysis,,
2018/8/7,rhosp,Side Effect Risks in Hospital : Simulation and Estimation,,
2018/8/7,rplotengine,R as a Plotting Engine,,
2018/8/7,tsallisqexp,Tsallis q-Exp Distribution,,
2018/8/6,LinkedMatrix,Column-Linked and Row-Linked Matrices,,
2018/8/6,MatrixLDA,Penalized Matrix-Normal Linear Discriminant Analysis,,
2018/8/6,nseval,A Clean API for Lazy and Non-Standard Evaluation,,
2018/8/6,PhySortR,"A Fast, Flexible Tool for Sorting Phylogenetic Trees",,
2018/8/6,timeseriesdb,Manage Time Series for Official Statistics with R and PostgreSQL,,
2018/8/6,vars,VAR Modelling,,
2018/8/4,FDboost,Boosting Functional Regression Models,,
2018/8/4,kendallRandomWalks,"Simulate and Visualize Kendall Random Walks and Related
Distributions",,
2018/8/3,hwwntest,Tests of White Noise using Wavelets,,
2018/8/3,NPMLEcmprsk,"Type-Specific Failure Rate and Hazard Rate on Competing Risks
Data",,
2018/8/3,rare,"Linear Model with Tree-Based Lasso Regularization for Rare
Features",,
2018/8/3,Tides,Quasi-Periodic Time Series Characteristics,,
2018/8/3,TOSTER,Two One-Sided Tests (TOST) Equivalence Testing,,
2018/8/2,ADMMsigma,Penalized Precision Matrix Estimation via ADMM,,
2018/8/2,cromwellDashboard,A Dashboard to Visualize Scientific Workflows in 'Cromwell',,
2018/8/2,disto,"Unified Interface to Distance, Dissimilarity, Similarity
Matrices",,
2018/8/2,GFE,Gross Flows Estimation under Complex Surveys,,
2018/8/2,HCT,"Calculates Significance Criteria and Power for a Single Arm
Trial",,
2018/8/2,LncFinder,LncRNA Identification and Analysis Using Heterologous Features,,
2018/8/2,omu,"A Metabolomics Analysis Tool for Intuitive Figures and
Convenient Metadata Collection",,
2018/8/2,readmnist,Read MNIST Dataset,,
2018/8/2,rmi,Mutual Information Estimators,,
2018/8/2,rolocISCCNBS,"A Colour List and Colour Metric Based on the ISCC-NBS System of
Color Designation",,
2018/8/2,SparseMDC,Implementation of SparseMDC Algorithm,,
2018/8/1,ARIbrain,All-Resolution Inference,,
2018/8/1,CANSIM2R,Directly Extracts Complete CANSIM Data Tables,,
2018/8/1,colourvision,Colour Vision Models,,
2018/8/1,csvy,Import and Export CSV Data with a YAML Metadata Header,,
2018/8/1,ICcalib,Cox Model with Interval-Censored Starting Time of a Covariate,,
2018/8/1,mvctm,Multivariate Variance Components Tests for Multilevel Data,,
2018/8/1,netregR,Regression of Network Responses,,
2018/8/1,spef,Semiparametric Estimating Functions,,
2018/7/31,adaptMT,"Adaptive P-Value Thresholding for Multiple Hypothesis Testing
with Side Information",,
2018/7/31,BDP2,"Bayesian Adaptive Designs for Phase II Trials with Binary
Endpoint",,
2018/7/31,beezdemand,Behavioral Economic Easy Demand,,
