sbid,tenure,expense,COUNT,perperson,entropy,chgexpense,chgcount,churn
1446146747,1699,215.42,162,9.675246914,4.189401755,0.009702367,0.038461539,0
1446147047,1699,116.67,29,6.373103448,2.211572731,0.028291909,0.16,0
1446147065,1696,251.96,51,12.42529412,2.977667436,-0.445766701,0.307692308,0
1446147139,1700,66.65,116,5.221724138,3.715679564,-0.045949041,-0.072,0
1446147302,1706,99,32,10.9553125,2.681192762,0.03125,-0.085714286,0
1446147387,1698,113.04,154,6.806103896,3.096247903,0.291000457,0,0
1446147753,1695,120.72,55,10.80254546,2.950967916,-0.362921526,0.30952381,0
1446147778,1706,73.92,20,4.782,2.302439202,-0.02685624,-0.230769231,0
1446147809,1697,119.73,37,11.30378378,2.718923563,-0.292041154,-0.26,0
1446147818,1706,128.89,103,12.69854369,3.688224625,0.316144185,0.095744681,0
1446147948,1706,106.53,57,9.274561404,2.930556936,-0.186048289,-0.208333333,0
1446148057,1698,193.21,59,6.068305085,2.776329611,0.011305941,0.156862745,0
1446148063,1695,66.48,177,4.024067797,4.740347796,0.032618826,0.05988024,0
1446148185,1695,94.31,45,7.337777778,2.148646391,-0.079722873,0.451612903,0
1446148198,1706,79.93,33,8.635151515,2.526581169,0.143490701,-0.23255814,0
1446148383,1694,42.77,59,3.798135593,3.384296441,-0.226162475,-0.169014085,0
1446148411,1700,396.89,225,7.732488889,4.404285065,-0.011013929,-0.107142857,0
1446148448,1706,119.71,85,11.84305882,3.145403208,0.564427601,0.180555556,0
1446148461,1700,69.86,281,2.592206406,5.230259901,-0.039725086,0.180672269,0
1446148501,1700,63.51,24,5.226666667,2.11383102,-0.007811279,-0.142857143,0
1446148592,1705,40.3,32,5.123125,2.33944928,-0.228265033,-0.179487179,0
1446148649,1697,62.83,91,4.972967033,3.831205604,-0.412693961,-0.393333333,0
1446148693,1694,50.31,6,1.511666667,1.392675194,0.24529703,5,0
1446148770,1707,147.19,108,8.936666667,3.471850167,-0.253940899,-0.107438017,0
1446148809,1698,176.5,174,5.919022989,4.008590401,0.176117812,0.005780347,0
1446148877,1697,227.07,154,3.486753247,4.439235511,0.047370849,-0.043478261,0
1446148889,1698,214.96,74,20.92216216,2.528859269,0.16553706,0.057142857,0
1446148899,1698,322.61,91,13.81164835,3.440742595,0.385841316,0.378787879,0
1446148973,1694,43.69,60,5.811333333,3.168337614,-0.383866874,-0.130434783,0
1446149025,1693,119.62,24,16.57833333,2.084451156,-0.044797572,-0.441860465,0
1446149098,1705,205.89,152,8.875197368,4.001686457,0.02945,0.32173913,0
1446149182,1705,94.76,93,4.887741936,3.500414188,-0.04244139,-0.03125,0
1446149358,1706,103.63,59,8.258813559,3.270508108,0.046767677,0.156862745,0
1446149426,1703,241.42,74,11.12486487,3.065373378,-0.001488957,-0.149425287,0
1446149569,1698,100.6,59,6.070338983,3.003491142,0.07249467,0.113207547,0
1446149570,1707,125,24,1.830833333,2.774893722,-0.375156211,-0.619047619,1
1446149731,1699,181.8,72,7.660555556,3.381382129,-0.0087241,-0.064935065,0
1446149734,1707,250.84,105,15.2392381,3.725098898,0.010758754,0.141304348,0
1446149806,1703,79.2,49,7.008163265,3.105378801,0.18545128,0.065217391,0
1446149872,1705,84.42,61,7.450819672,3.352710425,-0.559831065,-0.115942029,0
1446149875,1693,77.85,22,16.92136364,2.367868882,-0.423333333,-0.290322581,0
1446149941,1699,308.86,118,15.2461017,3.782623005,0.513796991,0.044247788,0
1446150048,1705,67.9,36,5.782222222,2.730455114,0.038702769,0.125,0
1446150085,1693,177.57,79,6.359240506,3.386273183,0.354462243,0.025974026,0
1446150132,1705,164.91,191,6.683089005,4.512101641,0.424462296,0.404411765,0
1446150145,1693,89.71,79,16.51620253,3.248713197,0.02560878,-0.112359551,0
1446150159,1697,135.65,48,16.70458333,2.915930463,-0.066350059,0.066666667,0
1446150162,1705,120.56,124,3.489758065,4.329032019,-0.000828775,0.016393443,0
1446150215,1693,115.05,64,8.735,3.379481475,-0.320035461,-0.189873418,0
1446150235,1693,133.74,31,27.18354839,1.144032438,0.737785863,1.818181818,0
1446150242,1705,150.93,54,12.89962963,2.959712322,-0.224847209,-0.217391304,0
1446150313,1693,167.55,185,9.152162162,3.848172947,-0.087915079,-0.106280193,0
1446150373,1693,183.22,132,13.20121212,4.003122089,0.014451027,0.015384615,0
1446150413,1693,67.2,19,2.14,2.126686545,-0.42118863,-0.486486486,0
1446150686,1703,172.36,79,13.79443038,3.207394798,-0.288943894,-0.070588235,0
1446150698,1705,58.29,163,2.745337423,4.44923708,0.011276891,-0.146596859,0
1446150700,1707,63.57,56,8.017857143,3.219888639,-0.072377061,-0.01754386,0
1446150741,1698,105,13,31.09692308,1.53532753,0,0.625,0
1446150755,1692,109.28,74,6.404864865,3.505781731,0.004042631,0.396226415,0
1446150771,1698,125.13,143,4.293846154,3.866427927,-0.168350392,-0.040268456,0
1446150869,1697,71.07,84,2.790357143,3.844960905,-0.035946826,-0.066666667,0
1446150876,1703,96.79,48,8.421041667,2.746640993,-0.081950109,0.170731707,0
1446150906,1701,251.73,195,5.60025641,4.621590829,0.136119511,0.048387097,0
1446150926,747,199,84,4.611666667,3.613340866,-0.010393356,-0.066666667,0
1446150988,1704,61.49,115,2.899826087,4.471609785,0.066238946,0.105769231,0
1446151078,1705,74.44,80,3.60825,3.551423694,-0.464498957,-0.08045977,0
1446151127,1695,105.25,101,7.245742574,3.980339945,-0.164350933,-0.038095238,0
1446151214,1707,58.02,85,5.434705882,3.934066642,-0.330177788,0.231884058,0
1446151259,1696,179,158,9.307025317,4.032274559,-0.247108307,-0.076023392,0
1446151299,1696,170.38,76,8.526447368,3.437735424,-0.166438356,-0.012987013,0
1446151341,1698,124.44,178,5.042921348,4.342792725,0.302218502,0.126582279,0
1446151360,1707,141.39,134,5.045522388,4.224420766,0.017194245,0.03875969,0
1446151414,1707,77.21,26,9.677692308,2.458986841,-0.005282144,0.04,0
1446151435,1692,89.54,24,2.668333333,2.555610137,0.210981877,-0.466666667,0
1446151504,1707,334.88,56,7.975178571,3.253671632,0.010348469,0.12,0
1446151599,1696,105.1,20,25.082,2.099886246,-0.007554297,0.111111111,0
1446151610,1706,232.74,73,12.50328767,3.108709005,-0.076208621,0.028169014,0
1446151660,1702,168.5,65,7.105692308,2.599248309,-0.130995358,-0.121621622,0
1446151712,1704,116.76,50,13.1932,2.62571429,-0.07053017,-0.038461538,0
1446151777,1694,134.06,95,9.668105263,3.588749799,-0.130327603,0.117647059,0
1446151779,1696,89.5,55,5.812,3.252555862,0.755246127,0.078431373,0
1446151803,1692,56.65,129,3.064418605,4.006133323,-0.032450897,0.240384615,0
1446151843,1692,78.44,40,5.534,3.036060208,-0.447449986,-0.069767442,0
1446151962,1704,125.83,34,11.41852941,1.547059972,0.119683218,0.096774194,0
1446152017,1694,93.6,78,5.456666667,3.34760781,0.052513213,0.130434783,0
1446152088,1705,115.85,28,16.56714286,1.721662925,0.514775105,0.076923077,0
1446152104,1706,155.2,70,12.123,2.759449604,-0.049543757,-0.176470588,0
1446152237,1694,93.81,50,8.3122,2.959663343,-0.226628195,-0.166666667,0
1446152255,1679,109,47,3.101276596,3.151793611,0,0.02173913,0
1446152262,1704,92.3,16,11.04625,1.65996257,0.06091954,-0.2,0
1446152275,1679,112,48,3.212916667,3.316638462,0,-0.2,0
1446152424,1706,96.3,51,9.70745098,3.004814302,-0.501268838,-0.337662338,0
1446152465,1691,144.92,49,3.773265306,2.997554628,0.087498124,0.065217391,0
1446152487,1694,81.34,63,6.846666667,3.018343817,0.056226464,-0.136986301,0
1446152506,1702,45.32,74,3.55027027,3.795204368,-0.411275656,-0.333333333,0
1446152534,1706,189,55,10.89836364,2.647042838,0,-0.266666667,0
1446152576,1702,55.91,85,10.81482353,3.130479903,-0.098661938,-0.15,0
1446152735,1691,87.49,142,3.149788732,4.190729802,0.618386977,-0.144578313,0
1446152953,1691,144.72,132,5.654318182,4.400109303,-0.061417731,0.1,0
1446153016,1702,63.92,11,27.40181818,1.706772082,-0.060276389,-0.541666667,0
1446153018,1704,92.39,45,7.216222222,3.047378178,0.113937786,0.363636364,0
1446153067,1693,146.37,142,8.480915493,3.862719986,-0.077577514,-0.013888889,0
1446153099,1694,77.49,19,9.589473684,1.850662664,0.441942687,1.375,0
1446153100,1706,103.26,38,12.65578947,2.353724019,-0.103490189,-0.321428571,0
1446153133,1691,59.14,12,7.811666667,2.043630854,0.102741003,2,1
1446153234,1706,109.49,48,12.60354167,2.824909191,0.414416742,0.090909091,0
1446153283,1691,125.73,58,9.231206897,3.205201579,1.093406593,-0.064516129,0
1446153311,1696,199.1,26,16.89038462,2.054825308,-0.001504514,0.130434783,0
1446153374,1706,59.49,20,4.515,2.390421397,-0.269074825,-0.285714286,0
1446153388,1704,73.27,31,15.9083871,2.742455688,-0.128878849,-0.060606061,0
1446153491,1696,114.15,68,6.447205882,3.449606286,0.302784752,0.133333333,0
1446153516,1702,199,31,15.70967742,2.344211744,0,0.409090909,0
1446153553,1691,122.24,130,4.414692308,4.245689495,-0.307500567,0.015625,0
1446153559,1694,72.27,7,4.142857143,1.295088881,0.000692329,-0.65,0
1446153561,1696,130.7,90,5.178222222,3.903437851,-0.005251541,-0.072164948,0
1446153596,1702,121.11,42,5.308095238,2.711659228,-0.596891226,-0.066666667,0
1446153670,1705,64.52,21,8.205714286,2.660799817,-0.001547509,0.3125,0
1446153681,1641,114.1,22,14.55227273,1.93546663,-0.02893617,-0.185185185,0
1446153778,1704,123.94,103,11.40300971,3.499063189,-0.004737814,0.183908046,0
1446153785,1690,94.4,78,5.664358974,3.667672951,-0.207388749,-0.685483871,0
1446153828,1703,55.87,220,3.632181818,4.279783724,-0.544921398,-0.222614841,0
1446153855,1691,177.18,65,10.29230769,3.454817119,-0.141819239,-0.244186047,0
1446153872,1703,251.3,84,19.48428571,2.530299121,1.316556047,1.153846154,0
1446153886,1701,80.92,89,5.746179775,3.666852736,0.03531218,-0.091836735,0
1446153935,1690,120.67,66,6.548484849,3.578809346,-0.283559936,-0.070422535,0
1446153958,1704,75.09,4,9.5625,0.729730603,-0.04356133,-0.555555556,0
1446153965,1690,38.19,39,12.02461539,2.89847834,-0.101834431,-0.380952381,0
1446153989,1694,80.42,22,12.22545455,2.395991404,0.00499875,-0.214285714,0
1446154019,1694,256,53,8.04245283,3.155968831,0,0.472222222,0
1446154049,1693,233.57,106,14.14377359,2.268947123,0.363673517,-0.158730159,0
1446154094,1705,44.27,42,24.44357143,1.935412831,-0.541908113,-0.353846154,0
1446154180,1705,114.85,209,3.090956938,4.711315493,-0.09029703,0.658730159,0
1446154273,1690,131.86,104,7.246346154,3.986360504,0.37125624,0.009708738,0
1446154276,1701,36.55,98,4.708979592,3.176688436,-0.458919319,-0.367741935,0
1446154285,1690,72.42,24,5.624166667,2.34494685,-0.096894875,-0.351351351,0
1446154314,1705,132.3,63,4.162222222,3.50709662,0,0.5,0
1446154333,1690,139,34,13.13441177,2.777373265,0.008196127,0.36,0
1446154409,1693,202.1,171,5.08251462,4.295913047,-0.135548997,-0.039325843,0
1446154477,1692,266.55,182,6.50032967,4.364791195,0.276335951,-0.071428571,0
1446154600,1705,244.05,99,10.19565657,3.501473479,0.149011299,0.253164557,0
1446154634,1705,88.49,51,10.83980392,2.528619016,-0.515388828,0.0625,0
1446154747,1692,142.86,151,9.724966887,3.661513459,0.074862689,0.198412698,0
1446154831,1695,70.59,150,3.5714,4.319740068,-0.104642314,0.145038168,0
1446154858,1703,56.01,44,6.955454546,2.663526852,0.150575185,0.047619048,0
1446154904,1705,83.47,36,20.11666667,2.60984435,-0.252998031,-0.217391304,0
1446154972,1702,36.28,13,2.156153846,1.971390331,-0.106183789,-0.551724138,0
1446155031,1694,162,99,9.11969697,3.646694621,-0.426609564,-0.116071429,0
1446155037,1692,47.81,161,1.547950311,4.120384913,-0.077205173,-0.085227273,0
1446155101,1694,85.93,40,6.17675,2.597728838,-0.00405656,-0.230769231,0
1446155110,1705,148.84,48,6.060625,2.966533375,0.062763299,0.043478261,0
1446155117,1692,101.04,24,15.23875,2.499743436,0.099336307,0.263157895,0
1446155214,1705,120.6,88,9.745227273,3.53275895,-0.349444385,0.060240964,0
1446155282,1703,80.43,62,8.453225807,3.26421419,0.217161017,0.087719298,0
1446155382,1703,45.1,35,7.442571429,2.489500209,-0.045704613,0.4,0
1446155392,1703,75.39,32,8.936875,2.54435062,-0.294101124,0.032258065,0
1446155421,1694,105.96,135,7.708,3.994693456,-0.11167002,0.336633663,0
1446155538,1703,79.48,19,7.580526316,2.075022771,-0.309410027,0,0
1446155544,1705,114.93,69,4.374637681,3.447108731,-0.274798082,-0.115384615,0
1446155577,1691,138.22,93,10.12032258,3.652932327,-0.268831993,0.021978022,0
1446155724,1705,134.85,18,11.48722222,2.122255118,-0.029576857,-0.217391304,0
1446155792,1703,165.51,198,6.275151515,3.836745712,0.082684634,-0.164556962,0
1446155830,1703,182.1,272,5.562169118,4.86419628,-0.192067084,0.058365759,0
1446155898,1703,294,26,14.05230769,2.145084174,0,-0.422222222,0
1446155903,1689,162.32,72,4.936805556,2.791576521,0.001851623,0.285714286,0
1446156006,1700,141.2,51,19.11098039,1.720216526,-0.002824859,-0.19047619,0
1446156057,1691,27.91,6,8.648333333,1.163647322,-0.158069382,-0.333333333,0
1446156303,1687,63.49,49,9.207959184,2.638473906,0.030514527,-0.039215686,0
1446156313,1683,86.77,174,3.915172414,4.589427649,-0.133426545,-0.306772908,0
1446156422,1702,144.93,43,15.72860465,1.901635582,0.913267327,0.048780488,0
1446156458,1703,78.43,41,5.712195122,2.386310324,0.528254092,0.413793103,0
1446156467,1691,89.38,230,5.575478261,4.551484713,-0.147869196,-0.029535865,0
1446156576,1696,99.7,22,3.587272727,2.592124036,-0.003,-0.266666667,0
1446156598,1703,149.26,64,12.925,2.658943006,-0.229705321,-0.146666667,0
1446156620,1704,70.61,38,10.86026316,2.694253654,0.299172033,0.117647059,0
1446156623,1689,64.66,75,3.620533333,3.289140495,-0.070041709,-0.369747899,0
1446156635,1689,94.96,93,6.524193548,3.543082452,0.045699813,-0.162162162,0
1446156779,1692,68.92,66,8.902121212,3.29947459,-0.083876113,0.222222222,0
1446156794,1704,96.67,124,4.120403226,3.868628984,0.165541355,0.291666667,0
1446156812,1702,72.18,42,10.44857143,2.883901333,0.339643653,-0.045454545,0
1446156841,1693,56,46,4.885434783,2.905490119,0.012658228,-0.08,0
1446156874,1704,51.83,19,4.483157895,2.44329582,-0.059858516,-0.269230769,0
1446157038,1702,170.17,44,11.19022727,2.737267627,0.105215302,1.095238095,0
1446157059,1692,162.24,77,10.74142857,3.517931416,-0.011093502,-0.336206897,0
1446157069,1692,105.99,70,8.635,2.606248816,0.386033739,0.029411765,0
1446157209,1691,117.68,23,18.18347826,2.161120093,0.960026649,0.210526316,0
1446157210,1704,448.43,157,8.416496815,4.150780031,0.120710769,-0.06547619,0
1446157243,1688,93.47,110,4.816181818,3.882663271,-0.054043113,-0.083333333,0
1446157367,1690,87.61,42,7.351190476,2.969356706,-0.058665521,-0.176470588,0
1446157368,1702,91.26,64,6.441875,3.464713063,0.003629165,-0.238095238,0
1446157392,1702,229.15,80,11.24175,3.565461534,0.093794749,-0.024390244,0
1446157396,1699,123.47,22,11.96909091,2.418129328,-0.006277666,-0.083333333,0
1446157415,1688,118.58,128,6.20859375,3.846205384,-0.189971993,-0.03030303,0
1446157437,1690,66.12,51,5.244901961,2.781312361,-0.003766762,0.5,0
1446157440,1704,77.68,18,18.45277778,1.686256261,0.339310345,0.5,0
1446157450,1704,93.42,71,7.886478873,3.410220546,-0.237450004,-0.330188679,0
1446157456,1699,66.6,59,4.375254237,3.426219082,-0.325159591,-0.397959184,0
1446157586,1699,157.03,47,7.057446809,3.056709689,0.093143056,-0.020833333,0
1446157643,1688,211.1,155,6.445290323,3.921334694,-0.045228403,0.054421769,0
1446157651,1692,94.83,14,1.518571429,2.155209143,0.087624728,0.272727273,0
1446157717,1680,217.5,91,10.83956044,3.41985201,-0.080726965,-0.1875,0
1446157748,1702,78.68,37,5.925945946,2.550719254,-0.073153493,0.088235294,0
1446157782,1702,175.82,100,8.1205,3.497896333,0.012729682,0.086956522,0
1446157801,1692,210,94,7.293085106,3.7439187,-0.002849003,-0.160714286,0
1446157987,1690,91.98,64,4.1459375,3.541842182,0.263114529,-0.135135135,0
1446158135,1687,119.24,29,40.66586207,2.601221784,0.049740294,0.035714286,0
1446158153,1687,72.14,246,2.010081301,4.58310197,-0.156158615,-0.236024845,0
1446158209,1691,159.35,64,17.3225,2.35497421,-0.105277934,-0.058823529,0
1446158300,1704,50.4,14,7.620714286,2.056630651,-0.138461538,-0.222222222,0
1446158316,1698,109,87,8.88,3.452991446,0,0.279411765,0
1446158382,1701,209.97,47,29.87276596,2.577335698,0.256402585,0.382352941,0
1446158398,1702,127.09,23,20.64,1.8262091,0.276644902,-0.206896552,0
1446158470,1704,129.76,78,11.01307692,3.294965665,-0.102503804,0.054054054,0
1446158528,1702,99,5,3.498,1.222901883,3.957436154,4,0
1446158593,1686,176.29,25,37.926,1.390270288,0.072258378,0.086956522,0
1446158714,1704,119,47,11.58808511,2.081883636,0,-0.06,0
1446158780,1703,105.17,12,17.695,0.738575112,-0.101111111,-0.720930233,1
1446158817,1689,117.3,173,3.527745665,3.912013733,-0.406676783,-0.07486631,0
1446158958,1699,175.8,56,8.660178571,3.001457105,0.010519055,0.217391304,0
1446159026,1698,45.3,14,11.105,1.990879621,-0.013071895,-0.263157895,0
1446159070,1703,58.52,34,7.414411765,2.69663787,0.001711743,-0.244444444,0
1446159079,1690,207.91,34,15.86823529,1.908302335,2.280890011,1.615384615,0
1446159096,1698,99.14,68,10.29926471,3.077834998,-0.021032882,-0.028571429,0
1446159232,1701,208.17,103,11.04980583,3.487247749,-0.093336237,0.197674419,0
1446159290,1703,123.12,68,6.341764706,3.182898495,-0.251003772,-0.244444444,0
1446159304,1703,42.46,57,5.465438597,3.28832747,0.030582524,-0.017241379,0
1446159341,1691,80.39,32,14.1134375,2.54155192,-0.098261357,-0.111111111,0
1446159360,1703,66.28,4,14.0975,0.531024476,0.007754295,0.333333333,0
1446159440,1703,99.49,71,3.064225352,3.678153373,0.004949495,-0.1125,0
1446159442,1700,47.45,7,9.282857143,1.336988528,-0.234059726,0.166666667,0
1446159488,1701,145.05,134,8.835373134,4.11155409,0.084080718,0.072,0
1446159566,1697,175.95,56,7.297142857,3.542974255,0.010045924,0.056603774,0
1446159615,1675,102.55,61,3.613114754,3.083559641,0.052550549,-0.016129032,0
1446159769,1689,132.7,50,14.4468,2.606941595,0.175480556,-0.019607843,0
1446159770,1703,53.58,21,8.647619048,2.090651009,0.454002714,0.615384615,0
1446159794,1703,149.18,33,16.72545455,1.996305799,1.066491204,0.064516129,0
1446159807,1689,79.3,32,9.843125,2.677477811,0.173597751,-0.2,0
1446159877,1689,76.19,71,7.437323944,3.001784582,-0.459031525,-0.330188679,0
1446159889,1690,292.43,13,8.695384615,1.808864763,0.041491559,0.083333333,0
1446159949,1690,299.6,69,13.58246377,2.5138892,0.014905149,-0.206896552,0
1446159997,1688,100.1,31,4.867419355,2.837770941,0.009072581,0.631578947,0
1446160037,1687,85.12,50,10.6862,3.153037299,0,-0.107142857,0
1446160038,1701,90.01,22,18.41090909,2.576754613,0.168961039,0,0
1446160134,1703,74.09,51,3.016078431,2.990665838,-0.240958918,0.186046512,0
1446160191,1691,61.68,13,9.188461539,1.937605369,0.006527415,0.857142857,0
1446160219,1689,137.6,105,7.393714286,3.90323297,0.021150278,-0.139344262,0
1446160274,1703,69.12,33,6.626969697,2.692899572,-0.142963422,0.064516129,0
1446160336,1697,47.68,7,1.442857143,1.28386341,-0.059009276,-0.805555556,0
1446160358,1700,72.99,23,41.65521739,0.935665177,-0.023153105,-0.08,0
1446160428,1700,79.44,62,5.540483871,3.318700314,0.01017294,0.215686275,0
1446160447,1688,90.02,75,10.05626667,2.708339911,0.190268412,0.229508197,0
1446160450,1702,119.63,87,9.454022989,3.174992296,0.084784186,-0.074468085,0
1446160486,1697,74.82,36,3.2475,2.903900274,-0.060050251,0.5,0
1446160545,1685,148.04,95,11.63989474,3.06440018,0.998649926,-0.166666667,0
1446160549,1689,38.1,14,9.618571429,1.645640943,-0.301302036,0.166666667,0
1446160589,1689,169.55,154,8.924935065,4.066164925,0.274332958,-0.055214724,0
1446160614,1703,63.92,73,2.132328767,3.576641472,0,0.013888889,0
1446160695,1685,89.25,51,3.701372549,3.247714335,-0.078186325,-0.271428571,0
1446160832,1700,65.36,66,3.36,3.207858963,-0.208333333,-0.214285714,0
1446160868,1700,57.15,52,6.390576923,3.264235502,-0.151573634,0.575757576,0
1446160885,1685,228.85,33,3.36969697,2.913733646,0.263736264,-0.421052632,0
1446160905,1685,35,14,4.689285714,2.095048923,0,0.272727273,0
1446161057,1687,51.21,107,10.57037383,3.696741116,-0.141923592,0.091836735,0
1446161072,1699,179.21,73,9.988082192,3.318548592,0.37021179,0.013888889,0
1446161105,1685,58.31,35,26.97514286,1.766991679,-0.041111659,0.029411765,0
1446161126,1696,45.87,79,3.901139241,3.367214779,-0.407364341,-0.18556701,0
1446161160,1702,143,75,16.66706667,3.533400276,0.391050584,0.293103448,0
1446161178,1700,152.25,56,12.35660714,3.240314874,-0.161618943,0.056603774,0
1446161194,1703,109.9,147,9.344693878,4.023568683,-0.456129064,-0.17877095,0
1446161291,1690,158.68,183,6.767103825,4.401318718,-0.22405868,-0.089552239,0
1446161385,1685,124.4,125,5.61104,3.697094794,-0.00726199,0.25,0
1446161431,1690,160.65,34,6.090294118,2.798502836,0,-0.028571429,0
1446161440,1702,53.13,32,6.3425,2.83576994,-0.108407451,-0.058823529,0
1446161697,1687,44.29,67,4.391791045,3.192887082,-0.191050228,-0.247191011,0
1446161721,1689,84.37,68,7.786176471,3.10889487,-0.49782751,0.619047619,0
1446161757,1687,35,23,9.879130435,2.629191774,-0.222222222,-0.303030303,0
1446161770,1702,68.4,88,4.406136364,3.719133355,0.669106881,0.173333333,0
1446161973,1684,96.55,24,20.06708333,2.346897055,0.312712441,0.142857143,0
1446161984,1702,100.93,77,6.486753247,3.287697155,0.154013263,-0.025316456,0
1446162048,1699,119.56,74,10.99189189,3.383480286,0.006397306,0.345454546,0
1446162066,1695,73.08,27,6.865925926,2.658127585,-0.172554348,-0.25,0
1446162096,1691,214.6,160,4.672,4.4274652,-0.26264431,-0.053254438,0
1446162154,1702,103.26,102,8.210588235,3.253538958,0.322828593,0.397260274,0
1446162184,1702,100,52,8.936730769,3.271919259,-0.221789883,-0.2,0
1446162232,1698,41.03,18,14.75888889,1.95305898,-0.194384449,0.384615385,0
1446162283,1684,134,52,5.293653846,3.008569077,0,0.019607843,0
1446162383,1684,70.5,36,1.938055556,3.188120719,-0.636147812,-0.12195122,0
1446162470,1702,139,36,8.487222222,2.635789297,0.022058824,0.384615385,0
1446162527,1675,140.42,124,7.891451613,4.043895848,0.127237698,-0.015873016,0
1446162538,1699,44.67,20,5.2715,2.537898478,-0.011725664,-0.130434783,0
1446162566,1695,154.52,211,4.815118483,4.669385467,0.173807353,0.039408867,0
1446162595,1678,146,86,7.473604651,3.100121852,-0.062901155,0.482758621,0
1446162628,1699,64.55,94,7.480425532,3.631739235,0.257794232,0.362318841,0
1446162714,1702,45,82,6.011829268,3.145774611,-0.054820416,0.223880597,0
1446162785,1684,99.42,44,2.168636364,3.38683153,0.06048,-0.536842105,0
1446162971,1688,202.11,92,9.891086957,3.18711818,1.267077959,-0.021276596,0
1446163049,1687,22.5,7,9.701428571,1.029140982,0,-0.3,0
1446163119,1686,80.82,26,4.329615385,1.892284143,-0.116045062,-0.037037037,0
1446163233,1683,131.66,44,11.32386364,2.742539459,-0.100805901,-0.153846154,0
1446163258,1698,257.79,58,26.19051724,2.927036596,-0.047127966,0.01754386,0
1446163276,1694,195.75,97,9.142474227,3.495646618,0.063858696,0.492307692,0
1446163331,1688,64.79,64,5.20265625,3.456358542,-0.098134744,0.641025641,0
1446163334,1701,100.83,37,15.98513514,2.839686465,-0.259908984,0.057142857,0
1446163369,1686,144.15,24,24.38458333,2.263642174,0.284072688,0,0
1446163507,1685,114,106,4.175283019,3.902370489,0.096153846,0.029126214,0
1446163582,1697,100.76,27,24.06148148,2.657887885,0.160294795,-0.035714286,0
1446163644,1701,65.24,204,2.872990196,4.59467475,-0.076835998,-0.051162791,0
1446163648,1698,50.43,79,4.117721519,3.551037367,-0.195565481,-0.0125,0
1446163732,1697,99.7,48,8.52875,2.563856689,-0.066042155,0.714285714,0
1446163767,1685,148.99,68,14.75338235,2.956796686,1.217113095,0.096774194,0
1446163776,1694,47.93,13,7.726153846,1.129957743,-0.064962934,-0.071428571,0
1446163777,1685,84.93,12,26.785,1.16987679,0.286428355,0.2,0
1446163869,1685,394.34,173,6.570809249,4.220395088,-0.042120093,-0.028089888,0
1446164057,1685,73.04,48,5.010208333,2.725291583,0.048671931,-0.04,0
1446164068,1698,269.28,102,17.23235294,3.324292342,0.528697133,0.36,0
1446164109,1686,222.5,43,15.18232558,2.291213249,0.0982231,-0.232142857,0
1446164220,1700,37.85,53,12.50207547,2.922145251,-0.127075646,-0.036363636,0
1446164283,1682,74.15,24,6.956666667,2.170239418,-0.018270886,0.6,0
1446164299,1686,165.55,20,3.448,2.424803622,-0.160496957,-0.565217391,0
1446164415,1683,84.1,8,2.41625,1.782330453,-0.153242046,-0.428571429,0
1446164437,1685,147.69,248,7.271693548,4.447144724,0.7839111,0.530864198,0
1446164500,1700,80.41,77,4.59948052,3.471412974,-0.018192918,0.149253731,0
1446164544,1701,113.06,141,5.01177305,4.21719351,-0.27344001,-0.084415584,0
1446164570,1700,84.2,158,3.446835443,4.47435371,0.326193101,0.097222222,0
1446164678,1697,121.83,63,4.43968254,3.143236934,-0.125224384,0.032786885,0
1446164681,1687,126.54,23,28.07217391,2.272895754,0.178761062,-0.303030303,0
1446164691,1687,189.2,176,6.753238636,4.457663975,0.055214724,-0.022222222,0
1446164728,1697,65.21,41,14.66487805,2.86779554,0.030988142,-0.088888889,0
1446164872,1696,101.81,88,5.367159091,3.203818007,-0.22199297,-0.032967033,0
1446164903,1682,121.46,37,16.52405405,2.371748783,0.051966049,-0.159090909,0
1446164911,1686,176.56,73,11.95726027,2.787260411,-0.260202799,-0.098765432,0
1446164996,1693,92.25,73,10.67479452,3.521729949,0.93802521,-0.051948052,0
1446165005,1682,91.18,60,6.423,3.255849449,0.048045977,0.034482759,0
1446165036,1693,186.27,59,12.4859322,3.021494213,0.57163348,0.282608696,0
1446165133,1682,48.2,185,3.888972973,4.614307992,-0.401093439,0.081871345,0
1446165226,1693,54.95,33,7.572424242,2.216878666,-0.509199714,-0.282608696,0
1446165228,1697,82.33,81,1.600493827,3.814325002,0.036379658,-0.181818182,0
1446165239,1685,244.24,37,18.55135135,2.472295406,-0.108092317,-0.075,0
1446165284,1700,153.9,25,23.2068,1.710712062,-0.020992366,-0.431818182,0
1446165313,1682,73.7,22,16.43454546,2.294475547,-0.332910934,-0.421052632,0
1446165445,1682,321.03,5,1.33,1.181385128,9.35E-05,0,0
1446165470,1700,96.71,84,4.630833333,3.569808971,0.009709752,-0.16,0
1446165527,1684,166.8,62,10.02870968,3.476647438,-0.166916392,-0.194805195,0
1446165530,1700,140.33,109,9.146605505,3.885289953,0.309170632,0.345679012,0
1446165531,1686,55.25,11,27.99545455,1.389498091,0.070943981,-0.083333333,0
1446165600,1700,30,9,3.291111111,2.031636726,-0.142857143,0.8,0
1446165635,1682,124.18,37,16.57189189,2.729807842,0.441272052,0.088235294,0
1446165668,1696,107.63,113,6.050884956,3.341598184,-0.217577784,0.547945206,0
