"","fileName","diffvarB","clearRate","entropy","Squan","Smean","Fourier"
"1","201612200830.jpg","0.000784044782878133","0.716157205240175","0.790602944884492","0.759124087591241","0.0446460303580617","526.466196399999"
"2","201612200930.jpg","0.000798440911784204","0.684210526315789","0.756913535152103","0.791427158273347","0.057739529900442","487.690362724509"
"3","201612201030.jpg","0.00144236674779714","0.76271186440678","1.04732762591636","0.947674418604651","0.0816089543872792","584.29236580069"
"4","201612201130.jpg","0.00134947529932397","0.782051282051282","1.00982827535454","0.935897435897436","0.0789641421889776","579.267532999859"
"5","201612201230.jpg","0.00127606653590324","0.79746835443038","0.991755019545015","0.945652141937814","0.0704065602144307","597.371129653984"
"6","201612210830.jpg","0.000749231907126104","0.711711711711712","0.73766153289534","0.727272727272727","0.0567398636144967","550.690315651448"
"7","201612210930.jpg","0.000818308319417518","0.700440528634361","0.740763159529253","0.767605633802817","0.0635542485490205","506.191309527035"
"8","201612211030.jpg","0.000766546999981272","0.698275862068966","0.719592156409626","0.816919911626612","0.0618092798643453","450.748430627204"
"9","201612211130.jpg","0.000916627375531029","0.726495726495726","0.81936819025195","0.870967741935484","0.0628091086874487","502.51829561208"
"10","201612211230.jpg","0.000925264970939743","0.753138075313807","0.82006292728483","0.882434482758574","0.0586171822241922","536.968346252069"
"11","201612220830.jpg","0.0013107451431602","0.866666666666667","0.872883087121532","0.927272727272727","0.122414314352431","655.051527686129"
"12","201612220930.jpg","0.00308145600183465","0.853403141361257","1.43603510536879","0.976","0.190321005509063","785.873413231114"
"13","201612221030.jpg","0.00494534500834242","0.842105263157895","1.8898699819665","1","0.179989423927949","803.229887039618"
"14","201612221130.jpg","0.00435549425333572","0.868020304568528","1.81540479009618","1","0.183253477754839","822.67542506376"
"15","201612221230.jpg","0.00394327532442181","0.867647058823529","1.62352930554531","1","0.163656215222748","821.201651911636"
"16","201612230830.jpg","0.00177481942668575","0.893617021276596","0.967385208718748","0.927927927927928","0.159199821974921","702.741249762926"
"17","201612230930.jpg","0.00354362350311178","0.870967741935484","1.57125206599266","0.962264150943396","0.209802668585027","840.284767879722"
"18","201612231030.jpg","0.00544891858753216","0.839195979899497","1.98234302842377","1","0.167917702224635","848.340456941275"
"19","201612240830.jpg","0.00103705559970328","0.771689497716895","0.978116645520631","0.895522388059702","0.0737624846415294","581.153283624657"
"20","201612240930.jpg","0.00145480962630802","0.759825327510917","1.16022134589563","0.962264150943396","0.0820072761429464","616.523058372718"
"21","201612241030.jpg","0.00190750648124247","0.782978723404255","1.26373624511165","0.982456140350877","0.0893606029441388","689.254550145486"
"22","201612241130.jpg","0.00142657241133918","0.805907172995781","1.06362020132199","0.974522292993631","0.0733496255155717","652.262520800457"
"23","201612241230.jpg","0.00174921779471082","0.810699588477366","1.14267969983881","0.981927710843373","0.0780573071280163","677.069965787887"
"24","201612260830.jpg","0.00106483574036297","0.828054298642534","1.01808374009871","0.877358490566038","0.0791231079131173","714.988198813899"
"25","201612260930.jpg","0.00127788394777263","0.802752293577982","1.12987197342067","0.879388514389377","0.0807086056047597","720.091536524137"
"26","201612261030.jpg","0.00108102768680339","0.828947368421053","0.958454018433182","0.956521739130435","0.0752855770631016","699.953866443949"
"27","201612271230.jpg","0.00439793078507133","0.868292682926829","1.7291726438613","1","0.17073494388589","871.493668914139"
"28","201612280830.jpg","0.00111020801026885","0.855855855855856","0.804471609052798","0.885714285714286","0.102266001651811","661.440245837439"
"29","201612280930.jpg","0.0035765493694878","0.864321608040201","1.49016102263406","0.932692307692308","0.181735501568429","824.555499208472"
"30","201612281030.jpg","0.00534697272614634","0.862433862433862","1.92364768081563","1","0.186328280993467","838.73578735546"
"31","201612281130.jpg","0.00447139681470949","0.883248730964467","1.80931926908599","1","0.17176257193542","867.114967633364"
"32","201612281230.jpg","0.00365277991894495","0.864077669902913","1.58520404165227","0.995073891625616","0.126388047994316","835.871402101077"
"33","201612290830.jpg","0.00158445657365805","0.901639344262295","0.901658881398292","0.900990099009901","0.189773019576177","676.62475064755"
"34","201612290930.jpg","0.00316004075409496","0.881443298969072","1.42178667031808","0.950980392156863","0.197564131296297","807.8470917827"
"35","201701020830.jpg","0.00141674128015291","0.888888888888889","0.842837096054651","0.888888888888889","0.172996841593547","659.100513626282"
"36","201701020930.jpg","0.00310600915372089","0.854166666666667","1.37568016576998","0.91588785046729","0.188424096622049","782.797969852547"
"37","201701021030.jpg","0.00504041683188927","0.837696335078534","1.91178265952862","1","0.179178190723741","777.658981153076"
"38","201701021130.jpg","0.0045203192258134","0.850961538461538","1.8800370608095","1","0.164614266589922","810.901937693096"
"39","201701021230.jpg","0.0032594245385968","0.807860262008734","1.47127282780801","0.98019801980198","0.113108663590803","728.27927133792"
"40","201701030830.jpg","0.000711149402334667","0.784403669724771","0.721095029272901","0.853658536585366","0.0658748389821468","555.427485449207"
"41","201701030930.jpg","0.00166362455336983","0.771300448430493","1.10002545733878","0.920529801324503","0.115910888131847","649.718379992423"
"42","201701031030.jpg","0.00274409416140735","0.786666666666667","1.42185122811119","0.974619289340102","0.124417312022067","688.769281710379"
"43","201701031130.jpg","0.00248306129670199","0.786324786324786","1.34514334403348","0.968911917098446","0.106109430128595","648.269970379901"
"44","201701031230.jpg","0.00232088855568444","0.789029535864979","1.24161791126346","0.966480446927374","0.0957518455156034","648.111962254764"
"45","201701040830.jpg","0.000699982498727109","0.757990867579909","0.771432173136942","0.827643018654574","0.0506932559185672","595.856368392251"
"46","201701040930.jpg","0.00129659526406221","0.733333333333333","1.00063408751322","0.905063291139241","0.088913842695047","598.866721201381"
"47","201701041030.jpg","0.00167307923674009","0.723684210526316","1.10330988746706","0.960893854748603","0.0915139198229597","537.994814570084"
"48","201701041130.jpg","0.00185906728950875","0.753138075313807","1.15016376967328","0.952941176470588","0.0832471786940274","585.315661902796"
"49","201701041230.jpg","0.00183823898094896","0.78099173553719","1.11096094401361","0.953216374269006","0.0904579767134603","587.855536109788"
"50","201701050830.jpg","0.00072031323239453","0.758771929824561","0.708552186648076","0.754237288135593","0.0739187948499296","560.537158631125"
"51","201701050930.jpg","0.000794213601146441","0.77027027027027","0.739518968952498","0.763157894736842","0.0626209544280373","570.950960820457"
"52","201701051030.jpg","0.000892628664866634","0.738938053097345","0.78645576639065","0.745762711864407","0.0604797362084968","578.988675376032"
"53","201701051130.jpg","0.000769454497832508","0.769911504424779","0.702074337183968","0.793548387096774","0.0627720186935228","580.791483377232"
"54","201701051230.jpg","0.000802742622688986","0.780701754385965","0.730621773529671","0.803921568627451","0.059605766757854","612.345019552972"
"55","201701060830.jpg","0.000978372627165241","0.767123287671233","0.883697028205538","0.816666666666667","0.0644745759211793","690.289915172637"
"56","201701060930.jpg","0.00114412060059887","0.748898678414097","0.95349117401884","0.851351351351351","0.0664759382119589","689.62170697061"
"57","201701061030.jpg","0.00116281146822163","0.759825327510917","0.959988937007184","0.893129770992366","0.0625972801903733","678.902690690451"
"58","201701061130.jpg","0.00104391846467226","0.761702127659574","0.914696544397719","0.929089238845138","0.0621977209880695","613.202514152314"
"59","201701061230.jpg","0.00106840194691121","0.775","0.910847273113341","0.929936305732484","0.0630134509485834","610.493033115329"
"60","201701070830.jpg","0.000833153857885795","0.806306306306306","0.787805800991848","0.830357142857143","0.0644359573398727","588.730978720577"
"61","201701070930.jpg","0.000934054522923319","0.785087719298246","0.874101845393315","0.830769230769231","0.0564181429967012","590.959110374674"
"62","201701071030.jpg","0.0014382659721923","0.74235807860262","1.12824188064097","0.858206489675487","0.0693372755942277","668.816014989212"
"63","201701071130.jpg","0.000989647369767877","0.778761061946903","0.897754520003857","0.827586206896552","0.0616278542080195","690.762035346538"
"64","201701071230.jpg","0.000979168053175639","0.788546255506608","0.870829128059057","0.851239669421488","0.0590849355786792","700.821818857388"
"65","201701080830.jpg","0.00126321512046743","0.818604651162791","0.983018612813276","0.935530184331771","0.114819105274379","718.795151005957"
"66","201701080930.jpg","0.00142685988080132","0.836283185840708","1.00547428639303","0.919117647058823","0.116770789813919","727.77301110185"
"67","201701081030.jpg","0.00339933544763201","0.819004524886878","1.59381825164245","0.990049751243781","0.150842865766024","816.287517688746"
"68","201701081130.jpg","0.00262334255097199","0.827906976744186","1.37482090685033","0.99468085106383","0.127884806290173","776.572266300497"
"69","201701081230.jpg","0.00346951391414263","0.841628959276018","1.50020824349165","0.994600435919788","0.130913576300765","810.788781896898"
"70","201701090830.jpg","0.00167563309506253","0.902127659574468","1.00046156318934","0.924892129947288","0.176926964630593","760.569281373664"
"71","201701090930.jpg","0.00315729323925959","0.878947368421053","1.4356113768215","0.956521739130435","0.205429065878979","853.195565760025"
